election,race,key,county,precinct,party,candidate,votes
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,Republican,RYAN K ZINKE,191
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,Republican,RYAN K ZINKE,188
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,Republican,RYAN K ZINKE,45
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,Republican,RYAN K ZINKE,243
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,Republican,RYAN K ZINKE,264
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,Republican,RYAN K ZINKE,189
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,Republican,RYAN K ZINKE,79
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,Republican,RYAN K ZINKE,89
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,Republican,RYAN K ZINKE,71
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,Republican,RYAN K ZINKE,97
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,Republican,RYAN K ZINKE,92
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,Libertarian,JOHN LAMB,20
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,Libertarian,JOHN LAMB,19
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,Libertarian,JOHN LAMB,25
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,Libertarian,JOHN LAMB,11
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,Libertarian,JOHN LAMB,6
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,Libertarian,JOHN LAMB,19
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,Libertarian,JOHN LAMB,8
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,Libertarian,JOHN LAMB,1
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,Libertarian,JOHN LAMB,23
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,Libertarian,JOHN LAMB,14
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,Libertarian,JOHN LAMB,22
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,Libertarian,JOHN LAMB,11
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,Libertarian,JOHN LAMB,4
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,Libertarian,JOHN LAMB,1
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,Libertarian,JOHN LAMB,5
2023-gen,us-house-west,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,Libertarian,JOHN LAMB,4
2023-gen,supco-1,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,Non-Partisan,JIM RICE,210
2023-gen,supco-1,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,Non-Partisan,JIM RICE,525
2023-gen,supco-1,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,Non-Partisan,JIM RICE,498
2023-gen,supco-1,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,Non-Partisan,JIM RICE,142
2023-gen,supco-1,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,Non-Partisan,JIM RICE,94
2023-gen,supco-1,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,Non-Partisan,JIM RICE,268
2023-gen,supco-1,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,Non-Partisan,JIM RICE,176
2023-gen,supco-1,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,Non-Partisan,JIM RICE,45
2023-gen,supco-1,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,Non-Partisan,JIM RICE,279
2023-gen,supco-1,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,Non-Partisan,JIM RICE,343
2023-gen,supco-1,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,Non-Partisan,JIM RICE,254
2023-gen,supco-1,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,Non-Partisan,JIM RICE,83
2023-gen,supco-1,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,Non-Partisan,JIM RICE,80
2023-gen,supco-1,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,Non-Partisan,JIM RICE,60
2023-gen,supco-1,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,Non-Partisan,JIM RICE,99
2023-gen,supco-1,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,Non-Partisan,JIM RICE,95
2023-gen,supco-1,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,Non-Partisan,BILL DALTON,50
2023-gen,supco-1,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,Non-Partisan,BILL DALTON,74
2023-gen,supco-1,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,Non-Partisan,BILL DALTON,121
2023-gen,supco-1,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,Non-Partisan,BILL DALTON,17
2023-gen,supco-1,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,Non-Partisan,BILL DALTON,22
2023-gen,supco-1,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,Non-Partisan,BILL DALTON,40
2023-gen,supco-1,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,Non-Partisan,BILL DALTON,42
2023-gen,supco-1,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,Non-Partisan,BILL DALTON,5
2023-gen,supco-1,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,Non-Partisan,BILL DALTON,55
2023-gen,supco-1,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,Non-Partisan,BILL DALTON,60
2023-gen,supco-1,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,Non-Partisan,BILL DALTON,58
2023-gen,supco-1,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,Non-Partisan,BILL DALTON,15
2023-gen,supco-1,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,Non-Partisan,BILL DALTON,12
2023-gen,supco-1,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,Non-Partisan,BILL DALTON,7
2023-gen,supco-1,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,Non-Partisan,BILL DALTON,29
2023-gen,supco-1,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,Non-Partisan,BILL DALTON,17
2023-gen,supco-2,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,Non-Partisan,INGRID GUSTAFSON,175
2023-gen,supco-2,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,Non-Partisan,INGRID GUSTAFSON,249
2023-gen,supco-2,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,Non-Partisan,INGRID GUSTAFSON,250
2023-gen,supco-2,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,Non-Partisan,INGRID GUSTAFSON,71
2023-gen,supco-2,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,Non-Partisan,INGRID GUSTAFSON,42
2023-gen,supco-2,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,Non-Partisan,INGRID GUSTAFSON,190
2023-gen,supco-2,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,Non-Partisan,INGRID GUSTAFSON,87
2023-gen,supco-2,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,Non-Partisan,INGRID GUSTAFSON,19
2023-gen,supco-2,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,Non-Partisan,INGRID GUSTAFSON,176
2023-gen,supco-2,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,Non-Partisan,INGRID GUSTAFSON,224
2023-gen,supco-2,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,Non-Partisan,INGRID GUSTAFSON,188
2023-gen,supco-2,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,Non-Partisan,INGRID GUSTAFSON,40
2023-gen,supco-2,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,Non-Partisan,INGRID GUSTAFSON,31
2023-gen,supco-2,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,Non-Partisan,INGRID GUSTAFSON,21
2023-gen,supco-2,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,Non-Partisan,INGRID GUSTAFSON,54
2023-gen,supco-2,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,Non-Partisan,INGRID GUSTAFSON,52
2023-gen,supco-2,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,Non-Partisan,JAMES BROWN,115
2023-gen,supco-2,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,Non-Partisan,JAMES BROWN,420
2023-gen,supco-2,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,Non-Partisan,JAMES BROWN,444
2023-gen,supco-2,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,Non-Partisan,JAMES BROWN,106
2023-gen,supco-2,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,Non-Partisan,JAMES BROWN,83
2023-gen,supco-2,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,Non-Partisan,JAMES BROWN,149
2023-gen,supco-2,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,Non-Partisan,JAMES BROWN,158
2023-gen,supco-2,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,Non-Partisan,JAMES BROWN,36
2023-gen,supco-2,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,Non-Partisan,JAMES BROWN,193
2023-gen,supco-2,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,Non-Partisan,JAMES BROWN,226
2023-gen,supco-2,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,Non-Partisan,JAMES BROWN,158
2023-gen,supco-2,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,Non-Partisan,JAMES BROWN,71
2023-gen,supco-2,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,Non-Partisan,JAMES BROWN,89
2023-gen,supco-2,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,Non-Partisan,JAMES BROWN,51
2023-gen,supco-2,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,Non-Partisan,JAMES BROWN,88
2023-gen,supco-2,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,Non-Partisan,JAMES BROWN,74
2023-gen,ci-48,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,YES,YES,242
2023-gen,ci-48,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,YES,YES,554
2023-gen,ci-48,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,YES,YES,569
2023-gen,ci-48,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,YES,YES,157
2023-gen,ci-48,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,YES,YES,109
2023-gen,ci-48,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,YES,YES,272
2023-gen,ci-48,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,YES,YES,211
2023-gen,ci-48,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,YES,YES,49
2023-gen,ci-48,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,YES,YES,297
2023-gen,ci-48,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,YES,YES,362
2023-gen,ci-48,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,YES,YES,278
2023-gen,ci-48,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,YES,YES,95
2023-gen,ci-48,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,YES,YES,96
2023-gen,ci-48,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,YES,YES,56
2023-gen,ci-48,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,YES,YES,110
2023-gen,ci-48,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,YES,YES,104
2023-gen,ci-48,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,NO,NO,50
2023-gen,ci-48,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,NO,NO,125
2023-gen,ci-48,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,NO,NO,126
2023-gen,ci-48,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,NO,NO,26
2023-gen,ci-48,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,NO,NO,15
2023-gen,ci-48,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,NO,NO,68
2023-gen,ci-48,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,NO,NO,35
2023-gen,ci-48,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,NO,NO,9
2023-gen,ci-48,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,NO,NO,68
2023-gen,ci-48,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,NO,NO,82
2023-gen,ci-48,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,NO,NO,72
2023-gen,ci-48,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,NO,NO,17
2023-gen,ci-48,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,NO,NO,22
2023-gen,ci-48,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,NO,NO,18
2023-gen,ci-48,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,NO,NO,29
2023-gen,ci-48,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,NO,NO,22
2023-gen,lr-131,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,YES,YES,132
2023-gen,lr-131,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,YES,YES,402
2023-gen,lr-131,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,YES,YES,394
2023-gen,lr-131,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,YES,YES,123
2023-gen,lr-131,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,YES,YES,71
2023-gen,lr-131,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,YES,YES,179
2023-gen,lr-131,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,YES,YES,145
2023-gen,lr-131,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,YES,YES,34
2023-gen,lr-131,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,YES,YES,193
2023-gen,lr-131,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,YES,YES,218
2023-gen,lr-131,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,YES,YES,174
2023-gen,lr-131,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,YES,YES,48
2023-gen,lr-131,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,YES,YES,68
2023-gen,lr-131,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,YES,YES,43
2023-gen,lr-131,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,YES,YES,66
2023-gen,lr-131,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,YES,YES,51
2023-gen,lr-131,BEAVERHEAD-PRECINCT 01,BEAVERHEAD,PRECINCT 01,NO,NO,170
2023-gen,lr-131,BEAVERHEAD-PRECINCT 02,BEAVERHEAD,PRECINCT 02,NO,NO,286
2023-gen,lr-131,BEAVERHEAD-PRECINCT 03,BEAVERHEAD,PRECINCT 03,NO,NO,325
2023-gen,lr-131,BEAVERHEAD-PRECINCT 04,BEAVERHEAD,PRECINCT 04,NO,NO,59
2023-gen,lr-131,BEAVERHEAD-PRECINCT 05,BEAVERHEAD,PRECINCT 05,NO,NO,53
2023-gen,lr-131,BEAVERHEAD-PRECINCT 06,BEAVERHEAD,PRECINCT 06,NO,NO,164
2023-gen,lr-131,BEAVERHEAD-PRECINCT 07,BEAVERHEAD,PRECINCT 07,NO,NO,107
2023-gen,lr-131,BEAVERHEAD-PRECINCT 08,BEAVERHEAD,PRECINCT 08,NO,NO,25
2023-gen,lr-131,BEAVERHEAD-PRECINCT 09,BEAVERHEAD,PRECINCT 09,NO,NO,177
2023-gen,lr-131,BEAVERHEAD-PRECINCT 12,BEAVERHEAD,PRECINCT 12,NO,NO,229
2023-gen,lr-131,BEAVERHEAD-PRECINCT 14,BEAVERHEAD,PRECINCT 14,NO,NO,175
2023-gen,lr-131,BEAVERHEAD-PRECINCT 17,BEAVERHEAD,PRECINCT 17,NO,NO,65
2023-gen,lr-131,BEAVERHEAD-PRECINCT 19,BEAVERHEAD,PRECINCT 19,NO,NO,51
2023-gen,lr-131,BEAVERHEAD-PRECINCT 20,BEAVERHEAD,PRECINCT 20,NO,NO,32
2023-gen,lr-131,BEAVERHEAD-PRECINCT 21,BEAVERHEAD,PRECINCT 21,NO,NO,74
2023-gen,lr-131,BEAVERHEAD-PRECINCT 23,BEAVERHEAD,PRECINCT 23,NO,NO,74
2023-gen,us-house-east,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,Democrat,PENNY RONNING,29
2023-gen,us-house-east,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,Democrat,PENNY RONNING,5
2023-gen,us-house-east,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,Democrat,PENNY RONNING,44
2023-gen,us-house-east,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,Democrat,PENNY RONNING,57
2023-gen,us-house-east,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,Democrat,PENNY RONNING,71
2023-gen,us-house-east,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,Democrat,PENNY RONNING,61
2023-gen,us-house-east,BIG HORN-PRECINCT #19,BIG HORN,PRECINCT #19,Democrat,PENNY RONNING,113
2023-gen,us-house-east,BIG HORN-PRECINCT #2,BIG HORN,PRECINCT #2,Democrat,PENNY RONNING,34
2023-gen,us-house-east,BIG HORN-PRECINCT #21,BIG HORN,PRECINCT #21,Democrat,PENNY RONNING,90
2023-gen,us-house-east,BIG HORN-PRECINCT #25,BIG HORN,PRECINCT #25,Democrat,PENNY RONNING,43
2023-gen,us-house-east,BIG HORN-PRECINCT #26,BIG HORN,PRECINCT #26,Democrat,PENNY RONNING,153
2023-gen,us-house-east,BIG HORN-PRECINCT #3,BIG HORN,PRECINCT #3,Democrat,PENNY RONNING,12
2023-gen,us-house-east,BIG HORN-PRECINCT #4,BIG HORN,PRECINCT #4,Democrat,PENNY RONNING,8
2023-gen,us-house-east,BIG HORN-PRECINCT #4N,BIG HORN,PRECINCT #4N,Democrat,PENNY RONNING,7
2023-gen,us-house-east,BIG HORN-PRECINCT #5,BIG HORN,PRECINCT #5,Democrat,PENNY RONNING,103
2023-gen,us-house-east,BIG HORN-PRECINCT #6,BIG HORN,PRECINCT #6,Democrat,PENNY RONNING,4
2023-gen,us-house-east,BIG HORN-PRECINCT #7,BIG HORN,PRECINCT #7,Democrat,PENNY RONNING,294
2023-gen,us-house-east,BIG HORN-PRECINCT #8,BIG HORN,PRECINCT #8,Democrat,PENNY RONNING,36
2023-gen,us-house-east,BIG HORN-PRECINCT #9,BIG HORN,PRECINCT #9,Democrat,PENNY RONNING,50
2023-gen,us-house-east,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,Libertarian,SAM RANKIN,2
2023-gen,us-house-east,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,Libertarian,SAM RANKIN,1
2023-gen,us-house-east,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,Libertarian,SAM RANKIN,1
2023-gen,us-house-east,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,Libertarian,SAM RANKIN,4
2023-gen,us-house-east,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,Libertarian,SAM RANKIN,4
2023-gen,us-house-east,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,Libertarian,SAM RANKIN,7
2023-gen,us-house-east,BIG HORN-PRECINCT #19,BIG HORN,PRECINCT #19,Libertarian,SAM RANKIN,7
2023-gen,us-house-east,BIG HORN-PRECINCT #2,BIG HORN,PRECINCT #2,Libertarian,SAM RANKIN,2
2023-gen,us-house-east,BIG HORN-PRECINCT #21,BIG HORN,PRECINCT #21,Libertarian,SAM RANKIN,4
2023-gen,us-house-east,BIG HORN-PRECINCT #25,BIG HORN,PRECINCT #25,Libertarian,SAM RANKIN,2
2023-gen,us-house-east,BIG HORN-PRECINCT #26,BIG HORN,PRECINCT #26,Libertarian,SAM RANKIN,3
2023-gen,us-house-east,BIG HORN-PRECINCT #3,BIG HORN,PRECINCT #3,Libertarian,SAM RANKIN,1
2023-gen,us-house-east,BIG HORN-PRECINCT #4,BIG HORN,PRECINCT #4,Libertarian,SAM RANKIN,0
2023-gen,us-house-east,BIG HORN-PRECINCT #4N,BIG HORN,PRECINCT #4N,Libertarian,SAM RANKIN,3
2023-gen,us-house-east,BIG HORN-PRECINCT #5,BIG HORN,PRECINCT #5,Libertarian,SAM RANKIN,1
2023-gen,us-house-east,BIG HORN-PRECINCT #6,BIG HORN,PRECINCT #6,Libertarian,SAM RANKIN,0
2023-gen,us-house-east,BIG HORN-PRECINCT #7,BIG HORN,PRECINCT #7,Libertarian,SAM RANKIN,8
2023-gen,us-house-east,BIG HORN-PRECINCT #8,BIG HORN,PRECINCT #8,Libertarian,SAM RANKIN,1
2023-gen,us-house-east,BIG HORN-PRECINCT #9,BIG HORN,PRECINCT #9,Libertarian,SAM RANKIN,0
2023-gen,us-house-east,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,Republican,MATT ROSENDALE,76
2023-gen,us-house-east,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,Republican,MATT ROSENDALE,37
2023-gen,us-house-east,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,Republican,MATT ROSENDALE,48
2023-gen,us-house-east,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,Republican,MATT ROSENDALE,65
2023-gen,us-house-east,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,Republican,MATT ROSENDALE,161
2023-gen,us-house-east,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,Republican,MATT ROSENDALE,135
