election,race,key,county,precinct,party,candidate,votes
2020-gen,president,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,166
2020-gen,president,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,181
2020-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,227
2020-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,34
2020-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,24
2020-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,157
2020-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,76
2020-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,19
2020-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,121
2020-gen,president,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,243
2020-gen,president,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,189
2020-gen,president,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,34
2020-gen,president,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,32
2020-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,7
2020-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,44
2020-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,JOSEPH R. BIDEN AND KAMALA D. HARRIS,54
2020-gen,president,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",15
2020-gen,president,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",12
2020-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",17
2020-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",6
2020-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",5
2020-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",13
2020-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",3
2020-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",0
2020-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",5
2020-gen,president,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",11
2020-gen,president,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",25
2020-gen,president,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",7
2020-gen,president,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",6
2020-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",2
2020-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",1
2020-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,L,"JO JORGENSEN AND JEREMY ""SPIKE"" COHEN",2
2020-gen,president,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,DONALD J. TRUMP AND MICHAEL R. PENCE,192
2020-gen,president,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,DONALD J. TRUMP AND MICHAEL R. PENCE,671
2020-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,DONALD J. TRUMP AND MICHAEL R. PENCE,625
2020-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,DONALD J. TRUMP AND MICHAEL R. PENCE,181
2020-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,DONALD J. TRUMP AND MICHAEL R. PENCE,120
2020-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,DONALD J. TRUMP AND MICHAEL R. PENCE,303
2020-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,DONALD J. TRUMP AND MICHAEL R. PENCE,239
2020-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,DONALD J. TRUMP AND MICHAEL R. PENCE,57
2020-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,DONALD J. TRUMP AND MICHAEL R. PENCE,355
2020-gen,president,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,DONALD J. TRUMP AND MICHAEL R. PENCE,359
2020-gen,president,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,DONALD J. TRUMP AND MICHAEL R. PENCE,304
2020-gen,president,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,DONALD J. TRUMP AND MICHAEL R. PENCE,96
2020-gen,president,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,DONALD J. TRUMP AND MICHAEL R. PENCE,110
2020-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,DONALD J. TRUMP AND MICHAEL R. PENCE,88
2020-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,DONALD J. TRUMP AND MICHAEL R. PENCE,120
2020-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,DONALD J. TRUMP AND MICHAEL R. PENCE,103
2020-gen,us senate,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,STEVE BULLOCK,187
2020-gen,us senate,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,STEVE BULLOCK,222
2020-gen,us senate,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,STEVE BULLOCK,246
2020-gen,us senate,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,STEVE BULLOCK,46
2020-gen,us senate,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,STEVE BULLOCK,30
2020-gen,us senate,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,STEVE BULLOCK,198
2020-gen,us senate,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,STEVE BULLOCK,89
2020-gen,us senate,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,STEVE BULLOCK,16
2020-gen,us senate,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,STEVE BULLOCK,145
2020-gen,us senate,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,STEVE BULLOCK,274
2020-gen,us senate,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,STEVE BULLOCK,240
2020-gen,us senate,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,STEVE BULLOCK,39
2020-gen,us senate,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,STEVE BULLOCK,34
2020-gen,us senate,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,STEVE BULLOCK,10
2020-gen,us senate,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,STEVE BULLOCK,53
2020-gen,us senate,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,STEVE BULLOCK,61
2020-gen,us senate,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,STEVE DAINES,188
2020-gen,us senate,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,STEVE DAINES,645
2020-gen,us senate,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,STEVE DAINES,627
2020-gen,us senate,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,STEVE DAINES,175
2020-gen,us senate,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,STEVE DAINES,119
2020-gen,us senate,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,STEVE DAINES,275
2020-gen,us senate,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,STEVE DAINES,231
2020-gen,us senate,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,STEVE DAINES,60
2020-gen,us senate,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,STEVE DAINES,342
2020-gen,us senate,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,STEVE DAINES,335
2020-gen,us senate,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,STEVE DAINES,276
2020-gen,us senate,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,STEVE DAINES,97
2020-gen,us senate,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,STEVE DAINES,108
2020-gen,us senate,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,STEVE DAINES,87
2020-gen,us senate,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,STEVE DAINES,114
2020-gen,us senate,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,STEVE DAINES,96
2020-gen,omit,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,KATHLEEN WILLIAMS,177
2020-gen,omit,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,KATHLEEN WILLIAMS,213
2020-gen,omit,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,KATHLEEN WILLIAMS,250
2020-gen,omit,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,KATHLEEN WILLIAMS,43
2020-gen,omit,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,KATHLEEN WILLIAMS,29
2020-gen,omit,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,KATHLEEN WILLIAMS,193
2020-gen,omit,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,KATHLEEN WILLIAMS,84
2020-gen,omit,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,KATHLEEN WILLIAMS,19
2020-gen,omit,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,KATHLEEN WILLIAMS,136
2020-gen,omit,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,KATHLEEN WILLIAMS,261
2020-gen,omit,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,KATHLEEN WILLIAMS,226
2020-gen,omit,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,KATHLEEN WILLIAMS,36
2020-gen,omit,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,KATHLEEN WILLIAMS,38
2020-gen,omit,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,KATHLEEN WILLIAMS,10
2020-gen,omit,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,KATHLEEN WILLIAMS,48
2020-gen,omit,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,KATHLEEN WILLIAMS,54
2020-gen,omit,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,MATT ROSENDALE,196
2020-gen,omit,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,MATT ROSENDALE,646
2020-gen,omit,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,MATT ROSENDALE,615
2020-gen,omit,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,MATT ROSENDALE,176
2020-gen,omit,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,MATT ROSENDALE,120
2020-gen,omit,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,MATT ROSENDALE,274
2020-gen,omit,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,MATT ROSENDALE,234
2020-gen,omit,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,MATT ROSENDALE,57
2020-gen,omit,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,MATT ROSENDALE,345
2020-gen,omit,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,MATT ROSENDALE,347
2020-gen,omit,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,MATT ROSENDALE,289
2020-gen,omit,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,MATT ROSENDALE,99
2020-gen,omit,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,MATT ROSENDALE,110
2020-gen,omit,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,MATT ROSENDALE,87
2020-gen,omit,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,MATT ROSENDALE,114
2020-gen,omit,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,MATT ROSENDALE,102
2020-gen,governor,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,MIKE COONEY AND CASEY SCHREINER,167
2020-gen,governor,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,MIKE COONEY AND CASEY SCHREINER,201
2020-gen,governor,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,MIKE COONEY AND CASEY SCHREINER,225
2020-gen,governor,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,MIKE COONEY AND CASEY SCHREINER,43
2020-gen,governor,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,MIKE COONEY AND CASEY SCHREINER,32
2020-gen,governor,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,MIKE COONEY AND CASEY SCHREINER,167
2020-gen,governor,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,MIKE COONEY AND CASEY SCHREINER,74
2020-gen,governor,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,MIKE COONEY AND CASEY SCHREINER,17
2020-gen,governor,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,MIKE COONEY AND CASEY SCHREINER,123
2020-gen,governor,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,MIKE COONEY AND CASEY SCHREINER,254
2020-gen,governor,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,MIKE COONEY AND CASEY SCHREINER,194
2020-gen,governor,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,MIKE COONEY AND CASEY SCHREINER,32
2020-gen,governor,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,MIKE COONEY AND CASEY SCHREINER,33
2020-gen,governor,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,MIKE COONEY AND CASEY SCHREINER,10
2020-gen,governor,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,MIKE COONEY AND CASEY SCHREINER,45
2020-gen,governor,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,MIKE COONEY AND CASEY SCHREINER,51
2020-gen,governor,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,L,LYMAN BISHOP AND JOHN NESPER,19
2020-gen,governor,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,L,LYMAN BISHOP AND JOHN NESPER,31
2020-gen,governor,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,L,LYMAN BISHOP AND JOHN NESPER,17
2020-gen,governor,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,LYMAN BISHOP AND JOHN NESPER,8
2020-gen,governor,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,LYMAN BISHOP AND JOHN NESPER,2
2020-gen,governor,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,LYMAN BISHOP AND JOHN NESPER,23
2020-gen,governor,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,LYMAN BISHOP AND JOHN NESPER,8
2020-gen,governor,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,LYMAN BISHOP AND JOHN NESPER,3
2020-gen,governor,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,LYMAN BISHOP AND JOHN NESPER,16
2020-gen,governor,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,L,LYMAN BISHOP AND JOHN NESPER,28
2020-gen,governor,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,L,LYMAN BISHOP AND JOHN NESPER,32
2020-gen,governor,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,L,LYMAN BISHOP AND JOHN NESPER,4
2020-gen,governor,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,LYMAN BISHOP AND JOHN NESPER,4
2020-gen,governor,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,L,LYMAN BISHOP AND JOHN NESPER,1
2020-gen,governor,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,L,LYMAN BISHOP AND JOHN NESPER,6
2020-gen,governor,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,L,LYMAN BISHOP AND JOHN NESPER,7
2020-gen,governor,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,GREG GIANFORTE AND KRISTEN JURAS,190
2020-gen,governor,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,GREG GIANFORTE AND KRISTEN JURAS,627
2020-gen,governor,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,GREG GIANFORTE AND KRISTEN JURAS,621
2020-gen,governor,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,GREG GIANFORTE AND KRISTEN JURAS,168
2020-gen,governor,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,GREG GIANFORTE AND KRISTEN JURAS,117
2020-gen,governor,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,GREG GIANFORTE AND KRISTEN JURAS,280
2020-gen,governor,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,GREG GIANFORTE AND KRISTEN JURAS,239
2020-gen,governor,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,GREG GIANFORTE AND KRISTEN JURAS,55
2020-gen,governor,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,GREG GIANFORTE AND KRISTEN JURAS,345
2020-gen,governor,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,GREG GIANFORTE AND KRISTEN JURAS,334
2020-gen,governor,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,GREG GIANFORTE AND KRISTEN JURAS,290
2020-gen,governor,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,GREG GIANFORTE AND KRISTEN JURAS,101
2020-gen,governor,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,GREG GIANFORTE AND KRISTEN JURAS,111
2020-gen,governor,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,GREG GIANFORTE AND KRISTEN JURAS,86
2020-gen,governor,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,GREG GIANFORTE AND KRISTEN JURAS,114
2020-gen,governor,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,GREG GIANFORTE AND KRISTEN JURAS,101
2020-gen,secretary of state,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,BRYCE BENNETT,161
2020-gen,secretary of state,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,BRYCE BENNETT,169
2020-gen,secretary of state,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,BRYCE BENNETT,211
2020-gen,secretary of state,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,BRYCE BENNETT,35
2020-gen,secretary of state,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,BRYCE BENNETT,21
2020-gen,secretary of state,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,BRYCE BENNETT,155
2020-gen,secretary of state,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,BRYCE BENNETT,80
2020-gen,secretary of state,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,BRYCE BENNETT,14
2020-gen,secretary of state,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,BRYCE BENNETT,119
2020-gen,secretary of state,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,BRYCE BENNETT,236
2020-gen,secretary of state,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,BRYCE BENNETT,191
2020-gen,secretary of state,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,BRYCE BENNETT,32
2020-gen,secretary of state,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,BRYCE BENNETT,27
2020-gen,secretary of state,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,BRYCE BENNETT,10
2020-gen,secretary of state,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,BRYCE BENNETT,46
2020-gen,secretary of state,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,BRYCE BENNETT,55
2020-gen,secretary of state,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,CHRISTI JACOBSEN,205
2020-gen,secretary of state,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,CHRISTI JACOBSEN,681
2020-gen,secretary of state,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,CHRISTI JACOBSEN,638
2020-gen,secretary of state,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,CHRISTI JACOBSEN,177
2020-gen,secretary of state,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,CHRISTI JACOBSEN,125
2020-gen,secretary of state,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,CHRISTI JACOBSEN,307
2020-gen,secretary of state,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,CHRISTI JACOBSEN,233
2020-gen,secretary of state,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,CHRISTI JACOBSEN,62
2020-gen,secretary of state,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,CHRISTI JACOBSEN,360
2020-gen,secretary of state,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,CHRISTI JACOBSEN,366
2020-gen,secretary of state,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,CHRISTI JACOBSEN,319
2020-gen,secretary of state,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,CHRISTI JACOBSEN,101
2020-gen,secretary of state,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,CHRISTI JACOBSEN,118
2020-gen,secretary of state,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,CHRISTI JACOBSEN,88
2020-gen,secretary of state,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,CHRISTI JACOBSEN,120
2020-gen,secretary of state,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,CHRISTI JACOBSEN,102
2020-gen,attorney general,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,RAPH GRAYBILL,171
2020-gen,attorney general,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,RAPH GRAYBILL,191
2020-gen,attorney general,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,RAPH GRAYBILL,227
2020-gen,attorney general,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,RAPH GRAYBILL,35
2020-gen,attorney general,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,RAPH GRAYBILL,22
2020-gen,attorney general,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,RAPH GRAYBILL,167
2020-gen,attorney general,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,RAPH GRAYBILL,78
2020-gen,attorney general,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,RAPH GRAYBILL,15
2020-gen,attorney general,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,RAPH GRAYBILL,126
2020-gen,attorney general,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,RAPH GRAYBILL,246
2020-gen,attorney general,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,RAPH GRAYBILL,211
2020-gen,attorney general,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,RAPH GRAYBILL,33
2020-gen,attorney general,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,RAPH GRAYBILL,33
2020-gen,attorney general,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,RAPH GRAYBILL,8
2020-gen,attorney general,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,RAPH GRAYBILL,46
2020-gen,attorney general,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,RAPH GRAYBILL,50
2020-gen,attorney general,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,AUSTIN KNUDSEN,198
2020-gen,attorney general,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,AUSTIN KNUDSEN,668
2020-gen,attorney general,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,AUSTIN KNUDSEN,626
2020-gen,attorney general,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,AUSTIN KNUDSEN,181
2020-gen,attorney general,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,AUSTIN KNUDSEN,124
2020-gen,attorney general,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,AUSTIN KNUDSEN,301
2020-gen,attorney general,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,AUSTIN KNUDSEN,241
2020-gen,attorney general,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,AUSTIN KNUDSEN,61
2020-gen,attorney general,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,AUSTIN KNUDSEN,357
2020-gen,attorney general,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,AUSTIN KNUDSEN,363
2020-gen,attorney general,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,AUSTIN KNUDSEN,302
2020-gen,attorney general,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,AUSTIN KNUDSEN,104
