election,race,key,county,precinct,party,candidate,votes
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,R,GREG GIANFORTE,195
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,R,GREG GIANFORTE,172
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,D,KATHLEEN WILLIAMS,350
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,D,KATHLEEN WILLIAMS,369
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,D,KATHLEEN WILLIAMS,51
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,D,KATHLEEN WILLIAMS,198
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,D,KATHLEEN WILLIAMS,204
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,D,KATHLEEN WILLIAMS,50
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,D,KATHLEEN WILLIAMS,198
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,D,KATHLEEN WILLIAMS,212
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,D,KATHLEEN WILLIAMS,82
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,D,KATHLEEN WILLIAMS,34
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,D,KATHLEEN WILLIAMS,155
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,D,KATHLEEN WILLIAMS,133
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,D,KATHLEEN WILLIAMS,376
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,D,KATHLEEN WILLIAMS,281
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,L,ELINOR SWANSON,21
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,L,ELINOR SWANSON,12
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,L,ELINOR SWANSON,2
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,L,ELINOR SWANSON,12
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,L,ELINOR SWANSON,13
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,L,ELINOR SWANSON,7
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,L,ELINOR SWANSON,11
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,L,ELINOR SWANSON,13
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,L,ELINOR SWANSON,2
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,L,ELINOR SWANSON,4
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,L,ELINOR SWANSON,14
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,L,ELINOR SWANSON,9
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,L,ELINOR SWANSON,14
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,L,ELINOR SWANSON,21
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,R,BOWEN GREENWOOD,96
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,R,BOWEN GREENWOOD,133
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,R,BOWEN GREENWOOD,39
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,R,BOWEN GREENWOOD,65
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,R,BOWEN GREENWOOD,96
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,R,BOWEN GREENWOOD,20
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,R,BOWEN GREENWOOD,88
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,R,BOWEN GREENWOOD,77
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,R,BOWEN GREENWOOD,42
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,R,BOWEN GREENWOOD,59
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,R,BOWEN GREENWOOD,120
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,R,BOWEN GREENWOOD,155
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,R,BOWEN GREENWOOD,195
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,R,BOWEN GREENWOOD,176
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,D,REX RENK,331
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,D,REX RENK,342
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,D,REX RENK,45
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,D,REX RENK,179
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,D,REX RENK,183
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,D,REX RENK,47
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,D,REX RENK,188
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,D,REX RENK,189
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,D,REX RENK,80
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,D,REX RENK,33
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,D,REX RENK,131
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,D,REX RENK,118
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,D,REX RENK,346
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,D,REX RENK,265
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,L,ROGER ROOTS,35
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,L,ROGER ROOTS,19
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,L,ROGER ROOTS,4
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,L,ROGER ROOTS,22
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,L,ROGER ROOTS,21
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,L,ROGER ROOTS,5
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,L,ROGER ROOTS,11
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,L,ROGER ROOTS,18
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,L,ROGER ROOTS,4
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,L,ROGER ROOTS,2
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,L,ROGER ROOTS,23
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,L,ROGER ROOTS,22
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,L,ROGER ROOTS,25
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,L,ROGER ROOTS,20
2018-gen,house,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,R,HEATHER BLOM,88
2018-gen,house,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,R,HEATHER BLOM,105
2018-gen,house,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,R,HEATHER BLOM,57
2018-gen,house,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,R,HEATHER BLOM,65
2018-gen,house,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,R,HEATHER BLOM,79
2018-gen,house,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,R,HEATHER BLOM,70
2018-gen,house,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,R,HEATHER BLOM,53
2018-gen,house,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,R,HEATHER BLOM,159
2018-gen,house,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,R,HEATHER BLOM,144
2018-gen,house,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,D,MARK SWEENEY,360
2018-gen,house,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,D,MARK SWEENEY,391
2018-gen,house,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,D,MARK SWEENEY,191
2018-gen,house,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,D,MARK SWEENEY,221
2018-gen,house,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,D,MARK SWEENEY,200
2018-gen,house,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,D,MARK SWEENEY,212
2018-gen,house,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,D,MARK SWEENEY,38
2018-gen,house,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,D,MARK SWEENEY,386
2018-gen,house,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,D,MARK SWEENEY,295
2018-gen,house,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,L,RICHARD 'DICK' MOTTA,24
2018-gen,house,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,L,RICHARD 'DICK' MOTTA,10
2018-gen,house,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,L,RICHARD 'DICK' MOTTA,17
2018-gen,house,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,L,RICHARD 'DICK' MOTTA,8
2018-gen,house,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,L,RICHARD 'DICK' MOTTA,9
2018-gen,house,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,L,RICHARD 'DICK' MOTTA,11
2018-gen,house,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,L,RICHARD 'DICK' MOTTA,3
2018-gen,house,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,L,RICHARD 'DICK' MOTTA,27
2018-gen,house,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,L,RICHARD 'DICK' MOTTA,23
2018-gen,house,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,D,GORDON PIERSON JR,56
2018-gen,house,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,D,GORDON PIERSON JR,59
2018-gen,house,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,D,GORDON PIERSON JR,86
2018-gen,house,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,D,GORDON PIERSON JR,171
2018-gen,house,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,D,GORDON PIERSON JR,188
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,N,CHARLIE MCCURDY,52
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,N,PAUL SMITH,24
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,N,PAUL SMITH,172
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,N,CHARLIE MCCURDY,90
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,N,CHARLIE MCCURDY,187
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,N,PAUL SMITH,98
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,N,MIKE HUOTTE,305
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,N,JAMES D WHEALON,243
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,N,JAMES D WHEALON,190
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,N,MIKE HUOTTE,236
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,N,LARRY PAHUT,269
2018-gen,omit,Deer Lodge-PRECINCT 1-77E,Deer Lodge,PRECINCT 1-77E,N,JOE UNGARETTI,204
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,N,JOE UNGARETTI,187
2018-gen,omit,Deer Lodge-PRECINCT 1-77W,Deer Lodge,PRECINCT 1-77W,N,LARRY PAHUT,330
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,N,LARRY PAHUT,49
2018-gen,omit,Deer Lodge-PRECINCT 1-78,Deer Lodge,PRECINCT 1-78,N,JOE UNGARETTI,43
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,N,JOE UNGARETTI,103
2018-gen,omit,Deer Lodge-PRECINCT 2-77E,Deer Lodge,PRECINCT 2-77E,N,LARRY PAHUT,161
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,N,LARRY PAHUT,179
2018-gen,omit,Deer Lodge-PRECINCT 2-77W,Deer Lodge,PRECINCT 2-77W,N,JOE UNGARETTI,121
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,N,JOE UNGARETTI,34
2018-gen,omit,Deer Lodge-PRECINCT 2-78,Deer Lodge,PRECINCT 2-78,N,LARRY PAHUT,35
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,N,LARRY PAHUT,157
2018-gen,omit,Deer Lodge-PRECINCT 3-77E,Deer Lodge,PRECINCT 3-77E,N,JOE UNGARETTI,125
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,N,JOE UNGARETTI,127
2018-gen,omit,Deer Lodge-PRECINCT 3-77W,Deer Lodge,PRECINCT 3-77W,N,LARRY PAHUT,158
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,N,LARRY PAHUT,81
2018-gen,omit,Deer Lodge-PRECINCT 3-78,Deer Lodge,PRECINCT 3-78,N,JOE UNGARETTI,45
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,N,JOE UNGARETTI,42
2018-gen,omit,Deer Lodge-PRECINCT 4-77,Deer Lodge,PRECINCT 4-77,N,LARRY PAHUT,37
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,N,LARRY PAHUT,155
2018-gen,omit,Deer Lodge-PRECINCT 4-78E,Deer Lodge,PRECINCT 4-78E,N,JOE UNGARETTI,123
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,N,JOE UNGARETTI,146
2018-gen,omit,Deer Lodge-PRECINCT 4-78W,Deer Lodge,PRECINCT 4-78W,N,LARRY PAHUT,147
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,N,JOE UNGARETTI,237
2018-gen,omit,Deer Lodge-PRECINCT 5-77N,Deer Lodge,PRECINCT 5-77N,N,LARRY PAHUT,329
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,N,LARRY PAHUT,241
2018-gen,omit,Deer Lodge-PRECINCT 5-77S,Deer Lodge,PRECINCT 5-77S,N,JOE UNGARETTI,217
2018-gen,us senate,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,MATT ROSENDALE,951
2018-gen,us senate,Fallon-PRECINCT 1,Fallon,PRECINCT 1,D,JON TESTER,281
2018-gen,us senate,Fallon-PRECINCT 1,Fallon,PRECINCT 1,L,RICK BRECKENRIDGE,57
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,GREG GIANFORTE,1025
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,D,KATHLEEN WILLIAMS,226
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,L,ELINOR SWANSON,24
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,BOWEN GREENWOOD,948
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,D,REX RENK,205
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,L,ROGER ROOTS,43
2018-gen,senate,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,KENNETH BOGNER,1057
2018-gen,senate,Fallon-PRECINCT 1,Fallon,PRECINCT 1,D,MARY ZEISS STANGE,166
2018-gen,house,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,FREDERICK (ERIC) MOORE,1113
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,I,STEVE BALDWIN,890
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,BRENDA J WOOD,1131
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,TRENTON HARBAUGH,1211
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,DARCY L. WASSMANN,1072
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,R,BARBARA E. KETTERLING,1081
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,N,NICOLE M BENEFIEL,293
2018-gen,omit,Fallon-PRECINCT 1,Fallon,PRECINCT 1,N,ANNA K STRAUB,975
2018-gen,us senate,Fergus-PREC 2,Fergus,PREC 2,R,MATT ROSENDALE,576
2018-gen,us senate,Fergus-PREC 3,Fergus,PREC 3,R,MATT ROSENDALE,277
2018-gen,us senate,Fergus-PREC 4,Fergus,PREC 4,R,MATT ROSENDALE,223
2018-gen,us senate,Fergus-PREC 5,Fergus,PREC 5,R,MATT ROSENDALE,220
2018-gen,us senate,Fergus-PREC 6,Fergus,PREC 6,R,MATT ROSENDALE,181
2018-gen,us senate,Fergus-PREC 7,Fergus,PREC 7,R,MATT ROSENDALE,174
2018-gen,us senate,Fergus-PREC 8,Fergus,PREC 8,R,MATT ROSENDALE,189
2018-gen,us senate,Fergus-PREC 9,Fergus,PREC 9,R,MATT ROSENDALE,207
2018-gen,us senate,Fergus-PREC 10,Fergus,PREC 10,R,MATT ROSENDALE,168
2018-gen,us senate,Fergus-PREC 11,Fergus,PREC 11,R,MATT ROSENDALE,224
2018-gen,us senate,Fergus-PREC 12,Fergus,PREC 12,R,MATT ROSENDALE,67
2018-gen,us senate,Fergus-PREC 13,Fergus,PREC 13,R,MATT ROSENDALE,308
2018-gen,us senate,Fergus-PREC 14,Fergus,PREC 14,R,MATT ROSENDALE,207
2018-gen,us senate,Fergus-PREC 16,Fergus,PREC 16,R,MATT ROSENDALE,186
2018-gen,us senate,Fergus-PREC 17,Fergus,PREC 17,R,MATT ROSENDALE,275
2018-gen,us senate,Fergus-PREC 18,Fergus,PREC 18,R,MATT ROSENDALE,158
2018-gen,us senate,Fergus-PREC 2,Fergus,PREC 2,D,JON TESTER,264
2018-gen,us senate,Fergus-PREC 3,Fergus,PREC 3,D,JON TESTER,105
2018-gen,us senate,Fergus-PREC 4,Fergus,PREC 4,D,JON TESTER,99
2018-gen,us senate,Fergus-PREC 5,Fergus,PREC 5,D,JON TESTER,77
2018-gen,us senate,Fergus-PREC 6,Fergus,PREC 6,D,JON TESTER,174
2018-gen,us senate,Fergus-PREC 7,Fergus,PREC 7,D,JON TESTER,137
2018-gen,us senate,Fergus-PREC 8,Fergus,PREC 8,D,JON TESTER,108
2018-gen,us senate,Fergus-PREC 9,Fergus,PREC 9,D,JON TESTER,144
2018-gen,us senate,Fergus-PREC 10,Fergus,PREC 10,D,JON TESTER,152
2018-gen,us senate,Fergus-PREC 11,Fergus,PREC 11,D,JON TESTER,177
2018-gen,us senate,Fergus-PREC 12,Fergus,PREC 12,D,JON TESTER,26
2018-gen,us senate,Fergus-PREC 13,Fergus,PREC 13,D,JON TESTER,188
2018-gen,us senate,Fergus-PREC 14,Fergus,PREC 14,D,JON TESTER,110
2018-gen,us senate,Fergus-PREC 16,Fergus,PREC 16,D,JON TESTER,46
2018-gen,us senate,Fergus-PREC 17,Fergus,PREC 17,D,JON TESTER,130
2018-gen,us senate,Fergus-PREC 18,Fergus,PREC 18,D,JON TESTER,27
2018-gen,us senate,Fergus-PREC 2,Fergus,PREC 2,L,RICK BRECKENRIDGE,24
2018-gen,us senate,Fergus-PREC 3,Fergus,PREC 3,L,RICK BRECKENRIDGE,11
2018-gen,us senate,Fergus-PREC 4,Fergus,PREC 4,L,RICK BRECKENRIDGE,8
2018-gen,us senate,Fergus-PREC 5,Fergus,PREC 5,L,RICK BRECKENRIDGE,9
2018-gen,us senate,Fergus-PREC 6,Fergus,PREC 6,L,RICK BRECKENRIDGE,12
2018-gen,us senate,Fergus-PREC 7,Fergus,PREC 7,L,RICK BRECKENRIDGE,17
2018-gen,us senate,Fergus-PREC 8,Fergus,PREC 8,L,RICK BRECKENRIDGE,15
2018-gen,us senate,Fergus-PREC 9,Fergus,PREC 9,L,RICK BRECKENRIDGE,10
2018-gen,us senate,Fergus-PREC 10,Fergus,PREC 10,L,RICK BRECKENRIDGE,13
2018-gen,us senate,Fergus-PREC 11,Fergus,PREC 11,L,RICK BRECKENRIDGE,23
2018-gen,us senate,Fergus-PREC 12,Fergus,PREC 12,L,RICK BRECKENRIDGE,2
2018-gen,us senate,Fergus-PREC 13,Fergus,PREC 13,L,RICK BRECKENRIDGE,16
2018-gen,us senate,Fergus-PREC 14,Fergus,PREC 14,L,RICK BRECKENRIDGE,13
2018-gen,us senate,Fergus-PREC 16,Fergus,PREC 16,L,RICK BRECKENRIDGE,9
2018-gen,us senate,Fergus-PREC 17,Fergus,PREC 17,L,RICK BRECKENRIDGE,5
2018-gen,us senate,Fergus-PREC 18,Fergus,PREC 18,L,RICK BRECKENRIDGE,2
2018-gen,omit,Fergus-PREC 2,Fergus,PREC 2,R,GREG GIANFORTE,614
2018-gen,omit,Fergus-PREC 3,Fergus,PREC 3,R,GREG GIANFORTE,301
2018-gen,omit,Fergus-PREC 4,Fergus,PREC 4,R,GREG GIANFORTE,235
2018-gen,omit,Fergus-PREC 5,Fergus,PREC 5,R,GREG GIANFORTE,237
2018-gen,omit,Fergus-PREC 6,Fergus,PREC 6,R,GREG GIANFORTE,193
2018-gen,omit,Fergus-PREC 7,Fergus,PREC 7,R,GREG GIANFORTE,195
2018-gen,omit,Fergus-PREC 8,Fergus,PREC 8,R,GREG GIANFORTE,204
2018-gen,omit,Fergus-PREC 9,Fergus,PREC 9,R,GREG GIANFORTE,227
2018-gen,omit,Fergus-PREC 10,Fergus,PREC 10,R,GREG GIANFORTE,174
2018-gen,omit,Fergus-PREC 11,Fergus,PREC 11,R,GREG GIANFORTE,247
2018-gen,omit,Fergus-PREC 12,Fergus,PREC 12,R,GREG GIANFORTE,73
2018-gen,omit,Fergus-PREC 13,Fergus,PREC 13,R,GREG GIANFORTE,336
2018-gen,omit,Fergus-PREC 14,Fergus,PREC 14,R,GREG GIANFORTE,230
2018-gen,omit,Fergus-PREC 16,Fergus,PREC 16,R,GREG GIANFORTE,198
2018-gen,omit,Fergus-PREC 17,Fergus,PREC 17,R,GREG GIANFORTE,284
2018-gen,omit,Fergus-PREC 18,Fergus,PREC 18,R,GREG GIANFORTE,167
2018-gen,omit,Fergus-PREC 2,Fergus,PREC 2,D,KATHLEEN WILLIAMS,229
2018-gen,omit,Fergus-PREC 3,Fergus,PREC 3,D,KATHLEEN WILLIAMS,83
2018-gen,omit,Fergus-PREC 4,Fergus,PREC 4,D,KATHLEEN WILLIAMS,89
2018-gen,omit,Fergus-PREC 5,Fergus,PREC 5,D,KATHLEEN WILLIAMS,65
2018-gen,omit,Fergus-PREC 6,Fergus,PREC 6,D,KATHLEEN WILLIAMS,168
2018-gen,omit,Fergus-PREC 7,Fergus,PREC 7,D,KATHLEEN WILLIAMS,122
2018-gen,omit,Fergus-PREC 8,Fergus,PREC 8,D,KATHLEEN WILLIAMS,101
2018-gen,omit,Fergus-PREC 9,Fergus,PREC 9,D,KATHLEEN WILLIAMS,127
2018-gen,omit,Fergus-PREC 10,Fergus,PREC 10,D,KATHLEEN WILLIAMS,149
2018-gen,omit,Fergus-PREC 11,Fergus,PREC 11,D,KATHLEEN WILLIAMS,164
2018-gen,omit,Fergus-PREC 12,Fergus,PREC 12,D,KATHLEEN WILLIAMS,21
2018-gen,omit,Fergus-PREC 13,Fergus,PREC 13,D,KATHLEEN WILLIAMS,168
2018-gen,omit,Fergus-PREC 14,Fergus,PREC 14,D,KATHLEEN WILLIAMS,89
2018-gen,omit,Fergus-PREC 16,Fergus,PREC 16,D,KATHLEEN WILLIAMS,41
2018-gen,omit,Fergus-PREC 17,Fergus,PREC 17,D,KATHLEEN WILLIAMS,116
2018-gen,omit,Fergus-PREC 18,Fergus,PREC 18,D,KATHLEEN WILLIAMS,20
2018-gen,omit,Fergus-PREC 2,Fergus,PREC 2,L,ELINOR SWANSON,17
2018-gen,omit,Fergus-PREC 3,Fergus,PREC 3,L,ELINOR SWANSON,9
2018-gen,omit,Fergus-PREC 4,Fergus,PREC 4,L,ELINOR SWANSON,7
