election,race,key,county,precinct,party,candidate,votes
2014-gen,us senate,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,ROGER ROOTS,2
2014-gen,us senate,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,ROGER ROOTS,19
2014-gen,us senate,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,ROGER ROOTS,6
2014-gen,us senate,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,ROGER ROOTS,1
2014-gen,us senate,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,ROGER ROOTS,0
2014-gen,us senate,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,ROGER ROOTS,6
2014-gen,us senate,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,ROGER ROOTS,11
2014-gen,us senate,Big Horn-PRECINCT #9,Big Horn,PRECINCT #9,D,AMANDA CURTIS,105
2014-gen,us senate,Big Horn-PRECINCT #25,Big Horn,PRECINCT #25,D,AMANDA CURTIS,50
2014-gen,us senate,Big Horn-PRECINCT #4N,Big Horn,PRECINCT #4N,D,AMANDA CURTIS,18
2014-gen,us senate,Big Horn-PRECINCT #2,Big Horn,PRECINCT #2,D,AMANDA CURTIS,44
2014-gen,us senate,Big Horn-PRECINCT #4,Big Horn,PRECINCT #4,D,AMANDA CURTIS,13
2014-gen,us senate,Big Horn-PRECINCT #5,Big Horn,PRECINCT #5,D,AMANDA CURTIS,128
2014-gen,us senate,Big Horn-PRECINCT #6,Big Horn,PRECINCT #6,D,AMANDA CURTIS,8
2014-gen,us senate,Big Horn-PRECINCT #7,Big Horn,PRECINCT #7,D,AMANDA CURTIS,460
2014-gen,us senate,Big Horn-PRECINCT #8,Big Horn,PRECINCT #8,D,AMANDA CURTIS,50
2014-gen,us senate,Big Horn-PRECINCT #10,Big Horn,PRECINCT #10,D,AMANDA CURTIS,12
2014-gen,us senate,Big Horn-PRECINCT #17,Big Horn,PRECINCT #17,D,AMANDA CURTIS,115
2014-gen,us senate,Big Horn-PRECINCT #26,Big Horn,PRECINCT #26,D,AMANDA CURTIS,134
2014-gen,us senate,Big Horn-PRECINCT #21,Big Horn,PRECINCT #21,D,AMANDA CURTIS,226
2014-gen,us senate,Big Horn-PRECINCT #14,Big Horn,PRECINCT #14,D,AMANDA CURTIS,64
2014-gen,us senate,Big Horn-PRECINCT #3,Big Horn,PRECINCT #3,D,AMANDA CURTIS,19
2014-gen,us senate,Big Horn-PRECINCT #1,Big Horn,PRECINCT #1,D,AMANDA CURTIS,55
2014-gen,us senate,Big Horn-PRECINCT #19,Big Horn,PRECINCT #19,D,AMANDA CURTIS,147
2014-gen,us senate,Big Horn-PRECINCT #15,Big Horn,PRECINCT #15,D,AMANDA CURTIS,148
2014-gen,us senate,Big Horn-PRECINCT #18,Big Horn,PRECINCT #18,D,AMANDA CURTIS,92
2014-gen,us senate,Big Horn-PRECINCT #9,Big Horn,PRECINCT #9,R,STEVE DAINES,51
2014-gen,us senate,Big Horn-PRECINCT #18,Big Horn,PRECINCT #18,R,STEVE DAINES,159
2014-gen,us senate,Big Horn-PRECINCT #25,Big Horn,PRECINCT #25,R,STEVE DAINES,61
2014-gen,us senate,Big Horn-PRECINCT #4,Big Horn,PRECINCT #4,R,STEVE DAINES,47
2014-gen,us senate,Big Horn-PRECINCT #6,Big Horn,PRECINCT #6,R,STEVE DAINES,49
2014-gen,us senate,Big Horn-PRECINCT #7,Big Horn,PRECINCT #7,R,STEVE DAINES,186
2014-gen,us senate,Big Horn-PRECINCT #10,Big Horn,PRECINCT #10,R,STEVE DAINES,42
2014-gen,us senate,Big Horn-PRECINCT #17,Big Horn,PRECINCT #17,R,STEVE DAINES,159
2014-gen,us senate,Big Horn-PRECINCT #19,Big Horn,PRECINCT #19,R,STEVE DAINES,219
2014-gen,us senate,Big Horn-PRECINCT #26,Big Horn,PRECINCT #26,R,STEVE DAINES,71
2014-gen,us senate,Big Horn-PRECINCT #21,Big Horn,PRECINCT #21,R,STEVE DAINES,116
2014-gen,us senate,Big Horn-PRECINCT #4N,Big Horn,PRECINCT #4N,R,STEVE DAINES,110
2014-gen,us senate,Big Horn-PRECINCT #2,Big Horn,PRECINCT #2,R,STEVE DAINES,48
2014-gen,us senate,Big Horn-PRECINCT #3,Big Horn,PRECINCT #3,R,STEVE DAINES,101
2014-gen,us senate,Big Horn-PRECINCT #5,Big Horn,PRECINCT #5,R,STEVE DAINES,58
2014-gen,us senate,Big Horn-PRECINCT #8,Big Horn,PRECINCT #8,R,STEVE DAINES,78
2014-gen,us senate,Big Horn-PRECINCT #1,Big Horn,PRECINCT #1,R,STEVE DAINES,97
2014-gen,us senate,Big Horn-PRECINCT #15,Big Horn,PRECINCT #15,R,STEVE DAINES,91
2014-gen,us senate,Big Horn-PRECINCT #14,Big Horn,PRECINCT #14,R,STEVE DAINES,63
2014-gen,us senate,Big Horn-PRECINCT #4N,Big Horn,PRECINCT #4N,L,ROGER ROOTS,4
2014-gen,us senate,Big Horn-PRECINCT #3,Big Horn,PRECINCT #3,L,ROGER ROOTS,1
2014-gen,us senate,Big Horn-PRECINCT #1,Big Horn,PRECINCT #1,L,ROGER ROOTS,4
2014-gen,us senate,Big Horn-PRECINCT #19,Big Horn,PRECINCT #19,L,ROGER ROOTS,8
2014-gen,us senate,Big Horn-PRECINCT #15,Big Horn,PRECINCT #15,L,ROGER ROOTS,3
2014-gen,us senate,Big Horn-PRECINCT #2,Big Horn,PRECINCT #2,L,ROGER ROOTS,2
2014-gen,us senate,Big Horn-PRECINCT #4,Big Horn,PRECINCT #4,L,ROGER ROOTS,1
2014-gen,us senate,Big Horn-PRECINCT #5,Big Horn,PRECINCT #5,L,ROGER ROOTS,3
2014-gen,us senate,Big Horn-PRECINCT #6,Big Horn,PRECINCT #6,L,ROGER ROOTS,0
2014-gen,us senate,Big Horn-PRECINCT #7,Big Horn,PRECINCT #7,L,ROGER ROOTS,10
2014-gen,us senate,Big Horn-PRECINCT #8,Big Horn,PRECINCT #8,L,ROGER ROOTS,2
2014-gen,us senate,Big Horn-PRECINCT #10,Big Horn,PRECINCT #10,L,ROGER ROOTS,2
2014-gen,us senate,Big Horn-PRECINCT #17,Big Horn,PRECINCT #17,L,ROGER ROOTS,4
2014-gen,us senate,Big Horn-PRECINCT #26,Big Horn,PRECINCT #26,L,ROGER ROOTS,2
2014-gen,us senate,Big Horn-PRECINCT #21,Big Horn,PRECINCT #21,L,ROGER ROOTS,4
2014-gen,us senate,Big Horn-PRECINCT #14,Big Horn,PRECINCT #14,L,ROGER ROOTS,1
2014-gen,us senate,Big Horn-PRECINCT #18,Big Horn,PRECINCT #18,L,ROGER ROOTS,6
2014-gen,us senate,Big Horn-PRECINCT #9,Big Horn,PRECINCT #9,L,ROGER ROOTS,3
2014-gen,us senate,Big Horn-PRECINCT #25,Big Horn,PRECINCT #25,L,ROGER ROOTS,0
2014-gen,us senate,Blaine-NO CHINOOK 13-33,Blaine,NO CHINOOK 13-33,D,AMANDA CURTIS,22
2014-gen,us senate,Blaine-HARLEM 8-32,Blaine,HARLEM 8-32,D,AMANDA CURTIS,144
2014-gen,us senate,Blaine-SO CHINOOK 10-32,Blaine,SO CHINOOK 10-32,D,AMANDA CURTIS,78
2014-gen,us senate,Blaine-CHINOOK 11-33,Blaine,CHINOOK 11-33,D,AMANDA CURTIS,162
2014-gen,us senate,Blaine-TURNER 1-33,Blaine,TURNER 1-33,D,AMANDA CURTIS,39
2014-gen,us senate,Blaine-BELKNAP 3-32,Blaine,BELKNAP 3-32,D,AMANDA CURTIS,192
2014-gen,us senate,Blaine-HAYS 15-32,Blaine,HAYS 15-32,D,AMANDA CURTIS,231
2014-gen,us senate,Blaine-HARLEM 9-32,Blaine,HARLEM 9-32,D,AMANDA CURTIS,67
2014-gen,us senate,Blaine-BELKNAP 3-32,Blaine,BELKNAP 3-32,R,STEVE DAINES,23
2014-gen,us senate,Blaine-HARLEM 8-32,Blaine,HARLEM 8-32,R,STEVE DAINES,84
2014-gen,us senate,Blaine-HAYS 15-32,Blaine,HAYS 15-32,R,STEVE DAINES,33
2014-gen,us senate,Blaine-TURNER 1-33,Blaine,TURNER 1-33,R,STEVE DAINES,171
2014-gen,us senate,Blaine-SO CHINOOK 10-32,Blaine,SO CHINOOK 10-32,R,STEVE DAINES,256
2014-gen,us senate,Blaine-HARLEM 9-32,Blaine,HARLEM 9-32,R,STEVE DAINES,10
2014-gen,us senate,Blaine-CHINOOK 11-33,Blaine,CHINOOK 11-33,R,STEVE DAINES,282
2014-gen,us senate,Blaine-NO CHINOOK 13-33,Blaine,NO CHINOOK 13-33,R,STEVE DAINES,61
2014-gen,us senate,Blaine-NO CHINOOK 13-33,Blaine,NO CHINOOK 13-33,L,ROGER ROOTS,0
2014-gen,us senate,Blaine-TURNER 1-33,Blaine,TURNER 1-33,L,ROGER ROOTS,2
2014-gen,us senate,Blaine-BELKNAP 3-32,Blaine,BELKNAP 3-32,L,ROGER ROOTS,1
2014-gen,us senate,Blaine-HAYS 15-32,Blaine,HAYS 15-32,L,ROGER ROOTS,2
2014-gen,us senate,Blaine-HARLEM 9-32,Blaine,HARLEM 9-32,L,ROGER ROOTS,0
2014-gen,us senate,Blaine-CHINOOK 11-33,Blaine,CHINOOK 11-33,L,ROGER ROOTS,5
2014-gen,us senate,Blaine-HARLEM 8-32,Blaine,HARLEM 8-32,L,ROGER ROOTS,4
2014-gen,us senate,Blaine-SO CHINOOK 10-32,Blaine,SO CHINOOK 10-32,L,ROGER ROOTS,1
2014-gen,us senate,Broadwater-PRECINCT 13,Broadwater,PRECINCT 13,D,AMANDA CURTIS,71
2014-gen,us senate,Broadwater-PRECINCT 1,Broadwater,PRECINCT 1,D,AMANDA CURTIS,145
2014-gen,us senate,Broadwater-PRECINCT 11,Broadwater,PRECINCT 11,D,AMANDA CURTIS,108
2014-gen,us senate,Broadwater-PRECINCT 12,Broadwater,PRECINCT 12,D,AMANDA CURTIS,146
2014-gen,us senate,Broadwater-PRECINCT 7,Broadwater,PRECINCT 7,D,AMANDA CURTIS,133
2014-gen,us senate,Broadwater-PRECINCT 13,Broadwater,PRECINCT 13,R,STEVE DAINES,374
2014-gen,us senate,Broadwater-PRECINCT 7,Broadwater,PRECINCT 7,R,STEVE DAINES,312
2014-gen,us senate,Broadwater-PRECINCT 1,Broadwater,PRECINCT 1,R,STEVE DAINES,371
2014-gen,us senate,Broadwater-PRECINCT 11,Broadwater,PRECINCT 11,R,STEVE DAINES,435
2014-gen,us senate,Broadwater-PRECINCT 12,Broadwater,PRECINCT 12,R,STEVE DAINES,410
2014-gen,us senate,Broadwater-PRECINCT 1,Broadwater,PRECINCT 1,L,ROGER ROOTS,9
2014-gen,us senate,Broadwater-PRECINCT 11,Broadwater,PRECINCT 11,L,ROGER ROOTS,14
2014-gen,us senate,Broadwater-PRECINCT 12,Broadwater,PRECINCT 12,L,ROGER ROOTS,16
2014-gen,us senate,Broadwater-PRECINCT 7,Broadwater,PRECINCT 7,L,ROGER ROOTS,5
2014-gen,us senate,Broadwater-PRECINCT 13,Broadwater,PRECINCT 13,L,ROGER ROOTS,12
2014-gen,us senate,Carbon-P 6,Carbon,P 6,D,AMANDA CURTIS,75
2014-gen,us senate,Carbon-P 11,Carbon,P 11,D,AMANDA CURTIS,313
2014-gen,us senate,Carbon-P 10,Carbon,P 10,D,AMANDA CURTIS,168
2014-gen,us senate,Carbon-P 1,Carbon,P 1,D,AMANDA CURTIS,99
2014-gen,us senate,Carbon-P 4,Carbon,P 4,D,AMANDA CURTIS,81
2014-gen,us senate,Carbon-P 14,Carbon,P 14,D,AMANDA CURTIS,41
2014-gen,us senate,Carbon-P 5,Carbon,P 5,D,AMANDA CURTIS,77
2014-gen,us senate,Carbon-P 16,Carbon,P 16,D,AMANDA CURTIS,63
2014-gen,us senate,Carbon-P 15,Carbon,P 15,D,AMANDA CURTIS,93
2014-gen,us senate,Carbon-P 8,Carbon,P 8,D,AMANDA CURTIS,188
2014-gen,us senate,Carbon-P 2,Carbon,P 2,D,AMANDA CURTIS,78
2014-gen,us senate,Carbon-P 3,Carbon,P 3,D,AMANDA CURTIS,68
2014-gen,us senate,Carbon-P 13,Carbon,P 13,D,AMANDA CURTIS,19
2014-gen,us senate,Carbon-P 7,Carbon,P 7,D,AMANDA CURTIS,101
2014-gen,us senate,Carbon-P 12,Carbon,P 12,D,AMANDA CURTIS,29
2014-gen,us senate,Carbon-P 9,Carbon,P 9,D,AMANDA CURTIS,187
2014-gen,us senate,Carbon-P 9,Carbon,P 9,R,STEVE DAINES,95
2014-gen,us senate,Carbon-P 8,Carbon,P 8,R,STEVE DAINES,188
2014-gen,us senate,Carbon-P 10,Carbon,P 10,R,STEVE DAINES,123
2014-gen,us senate,Carbon-P 2,Carbon,P 2,R,STEVE DAINES,136
2014-gen,us senate,Carbon-P 14,Carbon,P 14,R,STEVE DAINES,143
2014-gen,us senate,Carbon-P 7,Carbon,P 7,R,STEVE DAINES,289
2014-gen,us senate,Carbon-P 16,Carbon,P 16,R,STEVE DAINES,130
2014-gen,us senate,Carbon-P 6,Carbon,P 6,R,STEVE DAINES,170
2014-gen,us senate,Carbon-P 15,Carbon,P 15,R,STEVE DAINES,245
2014-gen,us senate,Carbon-P 11,Carbon,P 11,R,STEVE DAINES,377
2014-gen,us senate,Carbon-P 3,Carbon,P 3,R,STEVE DAINES,237
2014-gen,us senate,Carbon-P 1,Carbon,P 1,R,STEVE DAINES,285
2014-gen,us senate,Carbon-P 4,Carbon,P 4,R,STEVE DAINES,157
2014-gen,us senate,Carbon-P 13,Carbon,P 13,R,STEVE DAINES,51
2014-gen,us senate,Carbon-P 5,Carbon,P 5,R,STEVE DAINES,207
2014-gen,us senate,Carbon-P 12,Carbon,P 12,R,STEVE DAINES,93
2014-gen,us senate,Carbon-P 15,Carbon,P 15,L,ROGER ROOTS,7
2014-gen,us senate,Carbon-P 1,Carbon,P 1,L,ROGER ROOTS,7
2014-gen,us senate,Carbon-P 4,Carbon,P 4,L,ROGER ROOTS,10
2014-gen,us senate,Carbon-P 5,Carbon,P 5,L,ROGER ROOTS,4
2014-gen,us senate,Carbon-P 16,Carbon,P 16,L,ROGER ROOTS,1
2014-gen,us senate,Carbon-P 6,Carbon,P 6,L,ROGER ROOTS,6
2014-gen,us senate,Carbon-P 11,Carbon,P 11,L,ROGER ROOTS,5
2014-gen,us senate,Carbon-P 8,Carbon,P 8,L,ROGER ROOTS,5
2014-gen,us senate,Carbon-P 10,Carbon,P 10,L,ROGER ROOTS,9
2014-gen,us senate,Carbon-P 2,Carbon,P 2,L,ROGER ROOTS,10
2014-gen,us senate,Carbon-P 3,Carbon,P 3,L,ROGER ROOTS,7
2014-gen,us senate,Carbon-P 14,Carbon,P 14,L,ROGER ROOTS,2
2014-gen,us senate,Carbon-P 13,Carbon,P 13,L,ROGER ROOTS,1
2014-gen,us senate,Carbon-P 7,Carbon,P 7,L,ROGER ROOTS,9
2014-gen,us senate,Carbon-P 12,Carbon,P 12,L,ROGER ROOTS,1
2014-gen,us senate,Carbon-P 9,Carbon,P 9,L,ROGER ROOTS,6
2014-gen,us senate,Carter-PRECINCT #1 ALZADA,Carter,PRECINCT #1 ALZADA,D,AMANDA CURTIS,5
2014-gen,us senate,Carter-PRECINCT #3 HAMMOND,Carter,PRECINCT #3 HAMMOND,D,AMANDA CURTIS,1
2014-gen,us senate,Carter-PRECINCT #13 EKALAKA,Carter,PRECINCT #13 EKALAKA,D,AMANDA CURTIS,29
2014-gen,us senate,Carter-PRECINCT #14 RURAL EKALAKA,Carter,PRECINCT #14 RURAL EKALAKA,D,AMANDA CURTIS,24
2014-gen,us senate,Carter-PRECINCT #3 HAMMOND,Carter,PRECINCT #3 HAMMOND,R,STEVE DAINES,51
2014-gen,us senate,Carter-PRECINCT #13 EKALAKA,Carter,PRECINCT #13 EKALAKA,R,STEVE DAINES,139
2014-gen,us senate,Carter-PRECINCT #14 RURAL EKALAKA,Carter,PRECINCT #14 RURAL EKALAKA,R,STEVE DAINES,276
2014-gen,us senate,Carter-PRECINCT #1 ALZADA,Carter,PRECINCT #1 ALZADA,R,STEVE DAINES,85
2014-gen,us senate,Carter-PRECINCT #1 ALZADA,Carter,PRECINCT #1 ALZADA,L,ROGER ROOTS,2
2014-gen,us senate,Carter-PRECINCT #3 HAMMOND,Carter,PRECINCT #3 HAMMOND,L,ROGER ROOTS,0
2014-gen,us senate,Carter-PRECINCT #14 RURAL EKALAKA,Carter,PRECINCT #14 RURAL EKALAKA,L,ROGER ROOTS,5
2014-gen,us senate,Carter-PRECINCT #13 EKALAKA,Carter,PRECINCT #13 EKALAKA,L,ROGER ROOTS,5
2014-gen,us senate,Cascade-P20A,Cascade,P20A,D,AMANDA CURTIS,1179
2014-gen,us senate,Cascade-P26A,Cascade,P26A,D,AMANDA CURTIS,877
2014-gen,us senate,Cascade-P21A,Cascade,P21A,D,AMANDA CURTIS,1461
2014-gen,us senate,Cascade-P22A,Cascade,P22A,D,AMANDA CURTIS,1098
2014-gen,us senate,Cascade-P22C,Cascade,P22C,D,AMANDA CURTIS,8
2014-gen,us senate,Cascade-P22B.,Cascade,P22B.,D,AMANDA CURTIS,317
2014-gen,us senate,Cascade-P19B2,Cascade,P19B2,D,AMANDA CURTIS,279
2014-gen,us senate,Cascade-P24,Cascade,P24,D,AMANDA CURTIS,1489
2014-gen,us senate,Cascade-P23,Cascade,P23,D,AMANDA CURTIS,1282
2014-gen,us senate,Cascade-P20B,Cascade,P20B,D,AMANDA CURTIS,393
2014-gen,us senate,Cascade-P26B,Cascade,P26B,D,AMANDA CURTIS,20
2014-gen,us senate,Cascade-P27,Cascade,P27,D,AMANDA CURTIS,128
2014-gen,us senate,Cascade-P19A2,Cascade,P19A2,D,AMANDA CURTIS,222
2014-gen,us senate,Cascade-P19A3,Cascade,P19A3,D,AMANDA CURTIS,92
2014-gen,us senate,Cascade-P19C,Cascade,P19C,D,AMANDA CURTIS,180
2014-gen,us senate,Cascade-P30,Cascade,P30,D,AMANDA CURTIS,107
2014-gen,us senate,Cascade-P19E,Cascade,P19E,D,AMANDA CURTIS,73
2014-gen,us senate,Cascade-P19D,Cascade,P19D,D,AMANDA CURTIS,143
2014-gen,us senate,Cascade-P19A4,Cascade,P19A4,D,AMANDA CURTIS,130
2014-gen,us senate,Cascade-P19B1,Cascade,P19B1,D,AMANDA CURTIS,13
2014-gen,us senate,Cascade-P25,Cascade,P25,D,AMANDA CURTIS,1326
2014-gen,us senate,Cascade-P21B,Cascade,P21B,D,AMANDA CURTIS,133
2014-gen,us senate,Cascade-P19A1,Cascade,P19A1,D,AMANDA CURTIS,95
2014-gen,us senate,Cascade-P25,Cascade,P25,R,STEVE DAINES,1455
2014-gen,us senate,Cascade-P21B,Cascade,P21B,R,STEVE DAINES,125
2014-gen,us senate,Cascade-P19A1,Cascade,P19A1,R,STEVE DAINES,213
2014-gen,us senate,Cascade-P19A4,Cascade,P19A4,R,STEVE DAINES,207
2014-gen,us senate,Cascade-P19B1,Cascade,P19B1,R,STEVE DAINES,43
2014-gen,us senate,Cascade-P24,Cascade,P24,R,STEVE DAINES,1628
2014-gen,us senate,Cascade-P23,Cascade,P23,R,STEVE DAINES,1283
2014-gen,us senate,Cascade-P21A,Cascade,P21A,R,STEVE DAINES,1806
2014-gen,us senate,Cascade-P22A,Cascade,P22A,R,STEVE DAINES,1015
2014-gen,us senate,Cascade-P19A3,Cascade,P19A3,R,STEVE DAINES,218
2014-gen,us senate,Cascade-P19C,Cascade,P19C,R,STEVE DAINES,279
2014-gen,us senate,Cascade-P30,Cascade,P30,R,STEVE DAINES,250
2014-gen,us senate,Cascade-P20A,Cascade,P20A,R,STEVE DAINES,2332
2014-gen,us senate,Cascade-P20B,Cascade,P20B,R,STEVE DAINES,628
2014-gen,us senate,Cascade-P26A,Cascade,P26A,R,STEVE DAINES,929
2014-gen,us senate,Cascade-P26B,Cascade,P26B,R,STEVE DAINES,50
2014-gen,us senate,Cascade-P22C,Cascade,P22C,R,STEVE DAINES,21
2014-gen,us senate,Cascade-P22B.,Cascade,P22B.,R,STEVE DAINES,490
2014-gen,us senate,Cascade-P27,Cascade,P27,R,STEVE DAINES,284
2014-gen,us senate,Cascade-P19A2,Cascade,P19A2,R,STEVE DAINES,514
2014-gen,us senate,Cascade-P19B2,Cascade,P19B2,R,STEVE DAINES,554
2014-gen,us senate,Cascade-P19E,Cascade,P19E,R,STEVE DAINES,153
2014-gen,us senate,Cascade-P19D,Cascade,P19D,R,STEVE DAINES,227
2014-gen,us senate,Cascade-P20A,Cascade,P20A,L,ROGER ROOTS,43
2014-gen,us senate,Cascade-P26A,Cascade,P26A,L,ROGER ROOTS,33
2014-gen,us senate,Cascade-P26B,Cascade,P26B,L,ROGER ROOTS,6
2014-gen,us senate,Cascade-P22B.,Cascade,P22B.,L,ROGER ROOTS,19
2014-gen,us senate,Cascade-P19B2,Cascade,P19B2,L,ROGER ROOTS,15
2014-gen,us senate,Cascade-P19E,Cascade,P19E,L,ROGER ROOTS,2
2014-gen,us senate,Cascade-P19D,Cascade,P19D,L,ROGER ROOTS,4
2014-gen,us senate,Cascade-P24,Cascade,P24,L,ROGER ROOTS,58
2014-gen,us senate,Cascade-P23,Cascade,P23,L,ROGER ROOTS,48
2014-gen,us senate,Cascade-P20B,Cascade,P20B,L,ROGER ROOTS,16
2014-gen,us senate,Cascade-P21A,Cascade,P21A,L,ROGER ROOTS,52
2014-gen,us senate,Cascade-P22A,Cascade,P22A,L,ROGER ROOTS,49
2014-gen,us senate,Cascade-P22C,Cascade,P22C,L,ROGER ROOTS,0
2014-gen,us senate,Cascade-P27,Cascade,P27,L,ROGER ROOTS,14
2014-gen,us senate,Cascade-P19A2,Cascade,P19A2,L,ROGER ROOTS,18
2014-gen,us senate,Cascade-P19A3,Cascade,P19A3,L,ROGER ROOTS,2
2014-gen,us senate,Cascade-P19C,Cascade,P19C,L,ROGER ROOTS,7
2014-gen,us senate,Cascade-P30,Cascade,P30,L,ROGER ROOTS,14
2014-gen,us senate,Cascade-P21B,Cascade,P21B,L,ROGER ROOTS,8
2014-gen,us senate,Cascade-P19A4,Cascade,P19A4,L,ROGER ROOTS,2
2014-gen,us senate,Cascade-P19B1,Cascade,P19B1,L,ROGER ROOTS,2
2014-gen,us senate,Cascade-P25,Cascade,P25,L,ROGER ROOTS,59
2014-gen,us senate,Cascade-P19A1,Cascade,P19A1,L,ROGER ROOTS,11
2014-gen,us senate,Chouteau-GERALDINE 3,Chouteau,GERALDINE 3,D,AMANDA CURTIS,76
2014-gen,us senate,Chouteau-BIG SANDY 8,Chouteau,BIG SANDY 8,D,AMANDA CURTIS,63
2014-gen,us senate,Chouteau-BIG SANDY 9,Chouteau,BIG SANDY 9,D,AMANDA CURTIS,73
2014-gen,us senate,Chouteau-FORT BENTON 1,Chouteau,FORT BENTON 1,D,AMANDA CURTIS,150
2014-gen,us senate,Chouteau-HIGHWOOD 6,Chouteau,HIGHWOOD 6,D,AMANDA CURTIS,56
