election,race,key,county,precinct,party,candidate,votes
2016-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,0
2016-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,0
2016-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,0
2016-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,0
2016-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,0
2016-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,0
2016-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,2
2016-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,2
2016-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,1
2016-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,A,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,1
2016-gen,president,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,L,GARY JOHNSON AND BILL WELD,48
2016-gen,president,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,L,GARY JOHNSON AND BILL WELD,21
2016-gen,president,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,L,GARY JOHNSON AND BILL WELD,27
2016-gen,president,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,L,GARY JOHNSON AND BILL WELD,3
2016-gen,president,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,GARY JOHNSON AND BILL WELD,6
2016-gen,president,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,L,GARY JOHNSON AND BILL WELD,35
2016-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,L,GARY JOHNSON AND BILL WELD,0
2016-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,L,GARY JOHNSON AND BILL WELD,10
2016-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,L,GARY JOHNSON AND BILL WELD,5
2016-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,L,GARY JOHNSON AND BILL WELD,32
2016-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,GARY JOHNSON AND BILL WELD,6
2016-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,GARY JOHNSON AND BILL WELD,4
2016-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,GARY JOHNSON AND BILL WELD,35
2016-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,GARY JOHNSON AND BILL WELD,12
2016-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,GARY JOHNSON AND BILL WELD,2
2016-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,GARY JOHNSON AND BILL WELD,19
2016-gen,president,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,G,JILL STEIN AND AJAMU BARAKA,15
2016-gen,president,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,G,JILL STEIN AND AJAMU BARAKA,2
2016-gen,president,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,G,JILL STEIN AND AJAMU BARAKA,7
2016-gen,president,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,G,JILL STEIN AND AJAMU BARAKA,1
2016-gen,president,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,G,JILL STEIN AND AJAMU BARAKA,1
2016-gen,president,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,G,JILL STEIN AND AJAMU BARAKA,16
2016-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,G,JILL STEIN AND AJAMU BARAKA,1
2016-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,G,JILL STEIN AND AJAMU BARAKA,2
2016-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,G,JILL STEIN AND AJAMU BARAKA,0
2016-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,G,JILL STEIN AND AJAMU BARAKA,5
2016-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,G,JILL STEIN AND AJAMU BARAKA,1
2016-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,G,JILL STEIN AND AJAMU BARAKA,1
2016-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,G,JILL STEIN AND AJAMU BARAKA,10
2016-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,G,JILL STEIN AND AJAMU BARAKA,4
2016-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,G,JILL STEIN AND AJAMU BARAKA,0
2016-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,G,JILL STEIN AND AJAMU BARAKA,4
2016-gen,president,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,DONALD J. TRUMP AND MICHAEL R. PENCE,203
2016-gen,president,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,DONALD J. TRUMP AND MICHAEL R. PENCE,270
2016-gen,president,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,DONALD J. TRUMP AND MICHAEL R. PENCE,225
2016-gen,president,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,DONALD J. TRUMP AND MICHAEL R. PENCE,82
2016-gen,president,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,DONALD J. TRUMP AND MICHAEL R. PENCE,92
2016-gen,president,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,DONALD J. TRUMP AND MICHAEL R. PENCE,551
2016-gen,president,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,DONALD J. TRUMP AND MICHAEL R. PENCE,74
2016-gen,president,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,DONALD J. TRUMP AND MICHAEL R. PENCE,117
2016-gen,president,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,DONALD J. TRUMP AND MICHAEL R. PENCE,91
2016-gen,president,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,DONALD J. TRUMP AND MICHAEL R. PENCE,507
2016-gen,president,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,DONALD J. TRUMP AND MICHAEL R. PENCE,131
2016-gen,president,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,DONALD J. TRUMP AND MICHAEL R. PENCE,99
2016-gen,president,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,DONALD J. TRUMP AND MICHAEL R. PENCE,324
2016-gen,president,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,DONALD J. TRUMP AND MICHAEL R. PENCE,231
2016-gen,president,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,DONALD J. TRUMP AND MICHAEL R. PENCE,56
2016-gen,president,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,DONALD J. TRUMP AND MICHAEL R. PENCE,300
2016-gen,omit,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,L,RICK BRECKENRIDGE,22
2016-gen,omit,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,L,RICK BRECKENRIDGE,8
2016-gen,omit,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,L,RICK BRECKENRIDGE,23
2016-gen,omit,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,L,RICK BRECKENRIDGE,2
2016-gen,omit,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,RICK BRECKENRIDGE,3
2016-gen,omit,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,L,RICK BRECKENRIDGE,27
2016-gen,omit,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,L,RICK BRECKENRIDGE,4
2016-gen,omit,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,L,RICK BRECKENRIDGE,2
2016-gen,omit,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,L,RICK BRECKENRIDGE,4
2016-gen,omit,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,L,RICK BRECKENRIDGE,17
2016-gen,omit,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,RICK BRECKENRIDGE,6
2016-gen,omit,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,RICK BRECKENRIDGE,2
2016-gen,omit,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,RICK BRECKENRIDGE,18
2016-gen,omit,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,RICK BRECKENRIDGE,6
2016-gen,omit,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,RICK BRECKENRIDGE,1
2016-gen,omit,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,RICK BRECKENRIDGE,16
2016-gen,omit,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,DENISE JUNEAU,205
2016-gen,omit,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,DENISE JUNEAU,185
2016-gen,omit,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,DENISE JUNEAU,163
2016-gen,omit,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,DENISE JUNEAU,27
2016-gen,omit,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,DENISE JUNEAU,25
2016-gen,omit,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,DENISE JUNEAU,178
2016-gen,omit,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,DENISE JUNEAU,2
2016-gen,omit,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,DENISE JUNEAU,36
2016-gen,omit,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,DENISE JUNEAU,30
2016-gen,omit,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,DENISE JUNEAU,186
2016-gen,omit,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,DENISE JUNEAU,41
2016-gen,omit,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,DENISE JUNEAU,16
2016-gen,omit,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,DENISE JUNEAU,173
2016-gen,omit,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,DENISE JUNEAU,53
2016-gen,omit,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,DENISE JUNEAU,9
2016-gen,omit,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,DENISE JUNEAU,95
2016-gen,omit,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,RYAN ZINKE,230
2016-gen,omit,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,RYAN ZINKE,284
2016-gen,omit,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,RYAN ZINKE,210
2016-gen,omit,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,RYAN ZINKE,79
2016-gen,omit,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,RYAN ZINKE,86
2016-gen,omit,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,RYAN ZINKE,546
2016-gen,omit,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,RYAN ZINKE,74
2016-gen,omit,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,RYAN ZINKE,121
2016-gen,omit,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,RYAN ZINKE,92
2016-gen,omit,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,RYAN ZINKE,532
2016-gen,omit,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,RYAN ZINKE,128
2016-gen,omit,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,RYAN ZINKE,100
2016-gen,omit,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,RYAN ZINKE,326
2016-gen,omit,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,RYAN ZINKE,238
2016-gen,omit,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,RYAN ZINKE,63
2016-gen,omit,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,RYAN ZINKE,308
2016-gen,governor,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,STEVE BULLOCK AND MIKE COONEY,267
2016-gen,governor,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,STEVE BULLOCK AND MIKE COONEY,256
2016-gen,governor,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,STEVE BULLOCK AND MIKE COONEY,210
2016-gen,governor,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,STEVE BULLOCK AND MIKE COONEY,33
2016-gen,governor,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,STEVE BULLOCK AND MIKE COONEY,27
2016-gen,governor,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,STEVE BULLOCK AND MIKE COONEY,249
2016-gen,governor,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,STEVE BULLOCK AND MIKE COONEY,12
2016-gen,governor,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,STEVE BULLOCK AND MIKE COONEY,53
2016-gen,governor,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,STEVE BULLOCK AND MIKE COONEY,50
2016-gen,governor,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,STEVE BULLOCK AND MIKE COONEY,252
2016-gen,governor,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,STEVE BULLOCK AND MIKE COONEY,60
2016-gen,governor,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,STEVE BULLOCK AND MIKE COONEY,17
2016-gen,governor,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,STEVE BULLOCK AND MIKE COONEY,235
2016-gen,governor,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,STEVE BULLOCK AND MIKE COONEY,93
2016-gen,governor,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,STEVE BULLOCK AND MIKE COONEY,16
2016-gen,governor,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,STEVE BULLOCK AND MIKE COONEY,159
2016-gen,governor,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,L,TED DUNLAP AND RON VANDEVENDER,15
2016-gen,governor,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,L,TED DUNLAP AND RON VANDEVENDER,11
2016-gen,governor,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,L,TED DUNLAP AND RON VANDEVENDER,25
2016-gen,governor,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,L,TED DUNLAP AND RON VANDEVENDER,0
2016-gen,governor,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,TED DUNLAP AND RON VANDEVENDER,5
2016-gen,governor,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,L,TED DUNLAP AND RON VANDEVENDER,23
2016-gen,governor,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,L,TED DUNLAP AND RON VANDEVENDER,3
2016-gen,governor,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,L,TED DUNLAP AND RON VANDEVENDER,0
2016-gen,governor,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,L,TED DUNLAP AND RON VANDEVENDER,3
2016-gen,governor,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,L,TED DUNLAP AND RON VANDEVENDER,15
2016-gen,governor,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,TED DUNLAP AND RON VANDEVENDER,4
2016-gen,governor,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,TED DUNLAP AND RON VANDEVENDER,2
2016-gen,governor,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,TED DUNLAP AND RON VANDEVENDER,23
2016-gen,governor,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,TED DUNLAP AND RON VANDEVENDER,6
2016-gen,governor,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,TED DUNLAP AND RON VANDEVENDER,3
2016-gen,governor,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,TED DUNLAP AND RON VANDEVENDER,12
2016-gen,governor,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,GREG GIANFORTE AND LESLEY ROBINSON,176
2016-gen,governor,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,GREG GIANFORTE AND LESLEY ROBINSON,210
2016-gen,governor,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,GREG GIANFORTE AND LESLEY ROBINSON,161
2016-gen,governor,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,GREG GIANFORTE AND LESLEY ROBINSON,75
2016-gen,governor,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,GREG GIANFORTE AND LESLEY ROBINSON,83
2016-gen,governor,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,GREG GIANFORTE AND LESLEY ROBINSON,482
2016-gen,governor,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,GREG GIANFORTE AND LESLEY ROBINSON,66
2016-gen,governor,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,GREG GIANFORTE AND LESLEY ROBINSON,108
2016-gen,governor,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,GREG GIANFORTE AND LESLEY ROBINSON,74
2016-gen,governor,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,GREG GIANFORTE AND LESLEY ROBINSON,470
2016-gen,governor,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,GREG GIANFORTE AND LESLEY ROBINSON,109
2016-gen,governor,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,GREG GIANFORTE AND LESLEY ROBINSON,99
2016-gen,governor,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,R,GREG GIANFORTE AND LESLEY ROBINSON,265
2016-gen,governor,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,R,GREG GIANFORTE AND LESLEY ROBINSON,199
2016-gen,governor,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,R,GREG GIANFORTE AND LESLEY ROBINSON,55
2016-gen,governor,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,R,GREG GIANFORTE AND LESLEY ROBINSON,248
2016-gen,secretary of state,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,D,MONICA J. LINDEEN,193
2016-gen,secretary of state,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,D,MONICA J. LINDEEN,184
2016-gen,secretary of state,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,D,MONICA J. LINDEEN,150
2016-gen,secretary of state,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,D,MONICA J. LINDEEN,26
2016-gen,secretary of state,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,D,MONICA J. LINDEEN,19
2016-gen,secretary of state,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,D,MONICA J. LINDEEN,161
2016-gen,secretary of state,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,D,MONICA J. LINDEEN,2
2016-gen,secretary of state,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,D,MONICA J. LINDEEN,32
2016-gen,secretary of state,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,D,MONICA J. LINDEEN,33
2016-gen,secretary of state,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,D,MONICA J. LINDEEN,184
2016-gen,secretary of state,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,D,MONICA J. LINDEEN,41
2016-gen,secretary of state,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,D,MONICA J. LINDEEN,14
2016-gen,secretary of state,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,D,MONICA J. LINDEEN,179
2016-gen,secretary of state,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,D,MONICA J. LINDEEN,75
2016-gen,secretary of state,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,D,MONICA J. LINDEEN,12
2016-gen,secretary of state,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,D,MONICA J. LINDEEN,105
2016-gen,secretary of state,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,L,ROGER ROOTS,23
2016-gen,secretary of state,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,L,ROGER ROOTS,7
2016-gen,secretary of state,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,L,ROGER ROOTS,26
2016-gen,secretary of state,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,L,ROGER ROOTS,0
2016-gen,secretary of state,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,L,ROGER ROOTS,5
2016-gen,secretary of state,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,L,ROGER ROOTS,32
2016-gen,secretary of state,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,L,ROGER ROOTS,2
2016-gen,secretary of state,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,L,ROGER ROOTS,4
2016-gen,secretary of state,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,L,ROGER ROOTS,3
2016-gen,secretary of state,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,L,ROGER ROOTS,18
2016-gen,secretary of state,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,L,ROGER ROOTS,2
2016-gen,secretary of state,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,L,ROGER ROOTS,3
2016-gen,secretary of state,Beaverhead-PRECINCT 06,Beaverhead,PRECINCT 06,L,ROGER ROOTS,20
2016-gen,secretary of state,Beaverhead-PRECINCT 07,Beaverhead,PRECINCT 07,L,ROGER ROOTS,10
2016-gen,secretary of state,Beaverhead-PRECINCT 08,Beaverhead,PRECINCT 08,L,ROGER ROOTS,2
2016-gen,secretary of state,Beaverhead-PRECINCT 09,Beaverhead,PRECINCT 09,L,ROGER ROOTS,18
2016-gen,secretary of state,Beaverhead-PRECINCT 01,Beaverhead,PRECINCT 01,R,COREY STAPLETON,229
2016-gen,secretary of state,Beaverhead-PRECINCT 12,Beaverhead,PRECINCT 12,R,COREY STAPLETON,277
2016-gen,secretary of state,Beaverhead-PRECINCT 14,Beaverhead,PRECINCT 14,R,COREY STAPLETON,214
2016-gen,secretary of state,Beaverhead-PRECINCT 17,Beaverhead,PRECINCT 17,R,COREY STAPLETON,78
2016-gen,secretary of state,Beaverhead-PRECINCT 19,Beaverhead,PRECINCT 19,R,COREY STAPLETON,88
2016-gen,secretary of state,Beaverhead-PRECINCT 02,Beaverhead,PRECINCT 02,R,COREY STAPLETON,540
2016-gen,secretary of state,Beaverhead-PRECINCT 20,Beaverhead,PRECINCT 20,R,COREY STAPLETON,75
2016-gen,secretary of state,Beaverhead-PRECINCT 21,Beaverhead,PRECINCT 21,R,COREY STAPLETON,119
2016-gen,secretary of state,Beaverhead-PRECINCT 23,Beaverhead,PRECINCT 23,R,COREY STAPLETON,89
2016-gen,secretary of state,Beaverhead-PRECINCT 03,Beaverhead,PRECINCT 03,R,COREY STAPLETON,524
2016-gen,secretary of state,Beaverhead-PRECINCT 04,Beaverhead,PRECINCT 04,R,COREY STAPLETON,123
2016-gen,secretary of state,Beaverhead-PRECINCT 05,Beaverhead,PRECINCT 05,R,COREY STAPLETON,100
