election,type,race,key,county,precinct,party,candidate,votes
2024-gen,statewide,us-senate,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Green,ROBERT BARB,2
2024-gen,statewide,us-senate,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Green,ROBERT BARB,2
2024-gen,statewide,us-house-east,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Democrat,JOHN B DRISCOLL,39
2024-gen,statewide,us-house-east,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Democrat,JOHN B DRISCOLL,189
2024-gen,statewide,us-house-east,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Democrat,JOHN B DRISCOLL,221
2024-gen,statewide,us-house-east,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Democrat,JOHN B DRISCOLL,339
2024-gen,statewide,us-house-east,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Democrat,JOHN B DRISCOLL,16
2024-gen,statewide,us-house-east,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Democrat,JOHN B DRISCOLL,414
2024-gen,statewide,us-house-east,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Democrat,JOHN B DRISCOLL,59
2024-gen,statewide,us-house-east,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Democrat,JOHN B DRISCOLL,137
2024-gen,statewide,us-house-east,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Republican,TROY DOWNING,222
2024-gen,statewide,us-house-east,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Republican,TROY DOWNING,459
2024-gen,statewide,us-house-east,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Republican,TROY DOWNING,144
2024-gen,statewide,us-house-east,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Republican,TROY DOWNING,58
2024-gen,statewide,us-house-east,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Republican,TROY DOWNING,104
2024-gen,statewide,us-house-east,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Republican,TROY DOWNING,97
2024-gen,statewide,us-house-east,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Republican,TROY DOWNING,374
2024-gen,statewide,us-house-east,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Republican,TROY DOWNING,33
2024-gen,statewide,governor,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Democrat,RYAN BUSSE,39
2024-gen,statewide,governor,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Democrat,RYAN BUSSE,183
2024-gen,statewide,governor,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Democrat,RYAN BUSSE,214
2024-gen,statewide,governor,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Democrat,RYAN BUSSE,357
2024-gen,statewide,governor,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Democrat,RYAN BUSSE,17
2024-gen,statewide,governor,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Democrat,RYAN BUSSE,382
2024-gen,statewide,governor,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Democrat,RYAN BUSSE,59
2024-gen,statewide,governor,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Democrat,RYAN BUSSE,136
2024-gen,statewide,governor,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Republican,GREG GIANFORTE,219
2024-gen,statewide,governor,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Republican,GREG GIANFORTE,459
2024-gen,statewide,governor,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Republican,GREG GIANFORTE,144
2024-gen,statewide,governor,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Republican,GREG GIANFORTE,70
2024-gen,statewide,governor,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Republican,GREG GIANFORTE,108
2024-gen,statewide,governor,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Republican,GREG GIANFORTE,135
2024-gen,statewide,governor,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Republican,GREG GIANFORTE,379
2024-gen,statewide,governor,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Republican,GREG GIANFORTE,41
2024-gen,statewide,governor,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Libertarian,KAISER LEIB,6
2024-gen,statewide,governor,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Libertarian,KAISER LEIB,11
2024-gen,statewide,governor,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Libertarian,KAISER LEIB,11
2024-gen,statewide,governor,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Libertarian,KAISER LEIB,19
2024-gen,statewide,governor,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Libertarian,KAISER LEIB,1
2024-gen,statewide,governor,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Libertarian,KAISER LEIB,25
2024-gen,statewide,governor,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Libertarian,KAISER LEIB,5
2024-gen,statewide,governor,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Libertarian,KAISER LEIB,4
2024-gen,legislative,HD 28,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Republican,ERIC ALBUS,220
2024-gen,legislative,HD 28,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Republican,ERIC ALBUS,417
2024-gen,legislative,HD 28,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Republican,ERIC ALBUS,100
2024-gen,legislative,HD 28,BLAINE-BIG FLAT 1,BLAINE,BIG FLAT 1,Democrat,BLAKE BORST,38
2024-gen,legislative,HD 28,BLAINE-CHINOOK 11,BLAINE,CHINOOK 11,Democrat,BLAKE BORST,225
2024-gen,legislative,HD 28,BLAINE-NORTH BLAINE 13,BLAINE,NORTH BLAINE 13,Democrat,BLAKE BORST,19
2024-gen,legislative,HD 31,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Democrat,FRANK J SMITH,139
2024-gen,legislative,HD 31,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Republican,KEVIN TAYLOR,17
2024-gen,legislative,HD 32,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Democrat,MIKE FOX,248
2024-gen,legislative,HD 32,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Democrat,MIKE FOX,399
2024-gen,legislative,HD 32,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Democrat,MIKE FOX,346
2024-gen,legislative,HD 32,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Democrat,MIKE FOX,73
2024-gen,legislative,HD 32,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Democrat,MIKE FOX,153
2024-gen,legislative,HD 32,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Republican,JASON ULRICH,115
2024-gen,legislative,HD 32,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Republican,JASON ULRICH,41
2024-gen,legislative,HD 32,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Republican,JASON ULRICH,37
2024-gen,legislative,HD 32,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Republican,JASON ULRICH,347
2024-gen,legislative,HD 32,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Republican,JASON ULRICH,30
2024-gen,legislative,SD 16,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Democrat,JONATHAN WINDY BOY,242
2024-gen,legislative,SD 16,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Democrat,JONATHAN WINDY BOY,417
2024-gen,legislative,SD 16,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Democrat,JONATHAN WINDY BOY,504
2024-gen,legislative,SD 16,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Democrat,JONATHAN WINDY BOY,65
2024-gen,legislative,SD 16,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Democrat,JONATHAN WINDY BOY,164
2024-gen,legislative,SD 16,BLAINE-HARLEM 8,BLAINE,HARLEM 8,Republican,PERRI A JACOBS,123
2024-gen,legislative,SD 16,BLAINE-NORTH BELKNAP 3,BLAINE,NORTH BELKNAP 3,Republican,PERRI A JACOBS,29
2024-gen,legislative,SD 16,BLAINE-SOUTH BELKNAP 15,BLAINE,SOUTH BELKNAP 15,Republican,PERRI A JACOBS,39
2024-gen,legislative,SD 16,BLAINE-SOUTH BLAINE 10,BLAINE,SOUTH BLAINE 10,Republican,PERRI A JACOBS,366
2024-gen,legislative,SD 16,BLAINE-SOUTH HARLEM 9,BLAINE,SOUTH HARLEM 9,Republican,PERRI A JACOBS,22
2024-gen,statewide,president,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Republican,DONALD J. TRUMP,947
2024-gen,statewide,president,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Republican,DONALD J. TRUMP,748
2024-gen,statewide,president,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Republican,DONALD J. TRUMP,388
2024-gen,statewide,president,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Republican,DONALD J. TRUMP,1198
2024-gen,statewide,president,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Republican,DONALD J. TRUMP,489
2024-gen,statewide,president,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,We The People,ROBERT F. KENNEDY JR.,19
2024-gen,statewide,president,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,We The People,ROBERT F. KENNEDY JR.,17
2024-gen,statewide,president,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,We The People,ROBERT F. KENNEDY JR.,23
2024-gen,statewide,president,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,We The People,ROBERT F. KENNEDY JR.,33
2024-gen,statewide,president,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,We The People,ROBERT F. KENNEDY JR.,15
2024-gen,statewide,president,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Democrat,KAMALA D. HARRIS,259
2024-gen,statewide,president,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Democrat,KAMALA D. HARRIS,159
2024-gen,statewide,president,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Democrat,KAMALA D. HARRIS,122
2024-gen,statewide,president,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Democrat,KAMALA D. HARRIS,204
2024-gen,statewide,president,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Democrat,KAMALA D. HARRIS,141
2024-gen,statewide,president,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Libertarian,CHASE OLIVER,11
2024-gen,statewide,president,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Libertarian,CHASE OLIVER,7
2024-gen,statewide,president,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Libertarian,CHASE OLIVER,10
2024-gen,statewide,president,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Green,JILL STEIN,6
2024-gen,statewide,president,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Green,JILL STEIN,2
2024-gen,statewide,president,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Green,JILL STEIN,3
2024-gen,statewide,president,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Green,JILL STEIN,4
2024-gen,statewide,president,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Green,JILL STEIN,3
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Democrat,JON TESTER,337
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Democrat,JON TESTER,220
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Democrat,JON TESTER,177
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Democrat,JON TESTER,295
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Democrat,JON TESTER,190
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Republican,TIM SHEEHY,896
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Republican,TIM SHEEHY,695
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Republican,TIM SHEEHY,348
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Republican,TIM SHEEHY,1120
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Republican,TIM SHEEHY,444
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Libertarian,SID DAOUD,15
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Libertarian,SID DAOUD,12
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Libertarian,SID DAOUD,11
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Libertarian,SID DAOUD,24
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Libertarian,SID DAOUD,20
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Green,ROBERT BARB,9
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Green,ROBERT BARB,11
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Green,ROBERT BARB,5
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Green,ROBERT BARB,11
2024-gen,statewide,us-senate,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Green,ROBERT BARB,2
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Democrat,JOHN B DRISCOLL,259
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Democrat,JOHN B DRISCOLL,153
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Democrat,JOHN B DRISCOLL,123
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Democrat,JOHN B DRISCOLL,216
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Democrat,JOHN B DRISCOLL,135
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Republican,TROY DOWNING,967
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Republican,TROY DOWNING,766
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Republican,TROY DOWNING,402
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Republican,TROY DOWNING,1187
2024-gen,statewide,us-house-east,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Republican,TROY DOWNING,511
2024-gen,statewide,governor,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Democrat,RYAN BUSSE,275
2024-gen,statewide,governor,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Democrat,RYAN BUSSE,162
2024-gen,statewide,governor,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Democrat,RYAN BUSSE,132
2024-gen,statewide,governor,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Democrat,RYAN BUSSE,222
2024-gen,statewide,governor,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Democrat,RYAN BUSSE,139
2024-gen,statewide,governor,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Republican,GREG GIANFORTE,938
2024-gen,statewide,governor,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Republican,GREG GIANFORTE,746
2024-gen,statewide,governor,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Republican,GREG GIANFORTE,392
2024-gen,statewide,governor,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Republican,GREG GIANFORTE,1159
2024-gen,statewide,governor,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Republican,GREG GIANFORTE,488
2024-gen,statewide,governor,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Libertarian,KAISER LEIB,31
2024-gen,statewide,governor,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Libertarian,KAISER LEIB,22
2024-gen,statewide,governor,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Libertarian,KAISER LEIB,15
2024-gen,statewide,governor,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Libertarian,KAISER LEIB,55
2024-gen,statewide,governor,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Libertarian,KAISER LEIB,22
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Democrat,JEREMIAH DAWSON,265
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Democrat,JEREMIAH DAWSON,185
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Democrat,JEREMIAH DAWSON,121
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Democrat,JEREMIAH DAWSON,226
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Democrat,JEREMIAH DAWSON,129
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Republican,JANE GILLETTE,941
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Republican,JANE GILLETTE,719
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Republican,JANE GILLETTE,397
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Republican,JANE GILLETTE,1166
2024-gen,legislative,HD 77,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Republican,JANE GILLETTE,502
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Republican,E WYLIE GALT,941
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Republican,E WYLIE GALT,706
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Republican,E WYLIE GALT,377
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Republican,E WYLIE GALT,1168
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Republican,E WYLIE GALT,488
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 1,BROADWATER,PRECINCT 1,Democrat,BRUCE SHULTZ,267
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 11,BROADWATER,PRECINCT 11,Democrat,BRUCE SHULTZ,190
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 12,BROADWATER,PRECINCT 12,Democrat,BRUCE SHULTZ,140
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 13,BROADWATER,PRECINCT 13,Democrat,BRUCE SHULTZ,221
2024-gen,legislative,SD 39,BROADWATER-PRECINCT 7,BROADWATER,PRECINCT 7,Democrat,BRUCE SHULTZ,151
2024-gen,statewide,president,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Republican,DONALD J. TRUMP,476
2024-gen,statewide,president,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Republican,DONALD J. TRUMP,170
2024-gen,statewide,president,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Republican,DONALD J. TRUMP,592
2024-gen,statewide,president,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Republican,DONALD J. TRUMP,527
2024-gen,statewide,president,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Republican,DONALD J. TRUMP,273
2024-gen,statewide,president,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Republican,DONALD J. TRUMP,251
2024-gen,statewide,president,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Republican,DONALD J. TRUMP,566
2024-gen,statewide,president,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Republican,DONALD J. TRUMP,275
2024-gen,statewide,president,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Republican,DONALD J. TRUMP,354
2024-gen,statewide,president,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Republican,DONALD J. TRUMP,290
2024-gen,statewide,president,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Republican,DONALD J. TRUMP,532
2024-gen,statewide,president,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Republican,DONALD J. TRUMP,279
2024-gen,statewide,president,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Republican,DONALD J. TRUMP,134
2024-gen,statewide,president,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,We The People,ROBERT F. KENNEDY JR.,14
2024-gen,statewide,president,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,We The People,ROBERT F. KENNEDY JR.,15
2024-gen,statewide,president,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,We The People,ROBERT F. KENNEDY JR.,21
2024-gen,statewide,president,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,We The People,ROBERT F. KENNEDY JR.,11
2024-gen,statewide,president,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,We The People,ROBERT F. KENNEDY JR.,9
2024-gen,statewide,president,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,We The People,ROBERT F. KENNEDY JR.,8
2024-gen,statewide,president,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,We The People,ROBERT F. KENNEDY JR.,21
2024-gen,statewide,president,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,We The People,ROBERT F. KENNEDY JR.,7
2024-gen,statewide,president,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Democrat,KAMALA D. HARRIS,114
2024-gen,statewide,president,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Democrat,KAMALA D. HARRIS,329
2024-gen,statewide,president,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Democrat,KAMALA D. HARRIS,536
2024-gen,statewide,president,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Democrat,KAMALA D. HARRIS,106
2024-gen,statewide,president,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Democrat,KAMALA D. HARRIS,119
2024-gen,statewide,president,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Democrat,KAMALA D. HARRIS,67
2024-gen,statewide,president,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Democrat,KAMALA D. HARRIS,116
2024-gen,statewide,president,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Democrat,KAMALA D. HARRIS,70
2024-gen,statewide,president,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Democrat,KAMALA D. HARRIS,81
2024-gen,statewide,president,CARBON-P 6 BELFRY-BEARCREEK,CARBON,P 6 BELFRY-BEARCREEK,Democrat,KAMALA D. HARRIS,87
2024-gen,statewide,president,CARBON-P 7 ROBERTS,CARBON,P 7 ROBERTS,Democrat,KAMALA D. HARRIS,143
2024-gen,statewide,president,CARBON-P 8 RED LODGE WARD 2,CARBON,P 8 RED LODGE WARD 2,Democrat,KAMALA D. HARRIS,341
2024-gen,statewide,president,CARBON-P 9 RED LODGE WARD 2,CARBON,P 9 RED LODGE WARD 2,Democrat,KAMALA D. HARRIS,244
2024-gen,statewide,president,CARBON-P 1 ROCKVALE-SILESIA,CARBON,P 1 ROCKVALE-SILESIA,Libertarian,CHASE OLIVER,9
2024-gen,statewide,president,CARBON-P 10 RED LODGE WARD 3,CARBON,P 10 RED LODGE WARD 3,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,CARBON-P 11 RURAL RED LODGE,CARBON,P 11 RURAL RED LODGE,Libertarian,CHASE OLIVER,11
2024-gen,statewide,president,CARBON-P 15 FROMBERG-EDGAR,CARBON,P 15 FROMBERG-EDGAR,Libertarian,CHASE OLIVER,6
2024-gen,statewide,president,CARBON-P 16 LUTHER-ROSCOE,CARBON,P 16 LUTHER-ROSCOE,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,CARBON-P 2 TOWN OF JOLIET,CARBON,P 2 TOWN OF JOLIET,Libertarian,CHASE OLIVER,2
2024-gen,statewide,president,CARBON-P 3 RURAL JOLIET-BOYD,CARBON,P 3 RURAL JOLIET-BOYD,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,CARBON-P 4 TOWN OF BRIDGER,CARBON,P 4 TOWN OF BRIDGER,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,CARBON-P 5 RURAL BRIDGER,CARBON,P 5 RURAL BRIDGER,Libertarian,CHASE OLIVER,1
