election,type,race,key,county,precinct,party,candidate,votes
2024-gen,statewide,governor,SANDERS-3-T FALLS W,SANDERS,3-T FALLS W,Republican,GREG GIANFORTE,911
2024-gen,statewide,governor,SANDERS-4-T FALLS E,SANDERS,4-T FALLS E,Republican,GREG GIANFORTE,821
2024-gen,statewide,governor,SANDERS-5-PLAINS W,SANDERS,5-PLAINS W,Republican,GREG GIANFORTE,879
2024-gen,statewide,governor,SANDERS-6-PLAINS S,SANDERS,6-PLAINS S,Republican,GREG GIANFORTE,451
2024-gen,statewide,governor,SANDERS-7-PLAINS E,SANDERS,7-PLAINS E,Republican,GREG GIANFORTE,583
2024-gen,statewide,governor,SANDERS-8-HOT SPRINGS,SANDERS,8-HOT SPRINGS,Republican,GREG GIANFORTE,445
2024-gen,statewide,governor,SANDERS-9-DIXON,SANDERS,9-DIXON,Republican,GREG GIANFORTE,209
2024-gen,statewide,governor,SANDERS-1-NOXON,SANDERS,1-NOXON,Libertarian,KAISER LEIB,26
2024-gen,statewide,governor,SANDERS-2-TROUT CREEK,SANDERS,2-TROUT CREEK,Libertarian,KAISER LEIB,28
2024-gen,statewide,governor,SANDERS-3-T FALLS W,SANDERS,3-T FALLS W,Libertarian,KAISER LEIB,33
2024-gen,statewide,governor,SANDERS-4-T FALLS E,SANDERS,4-T FALLS E,Libertarian,KAISER LEIB,37
2024-gen,statewide,governor,SANDERS-5-PLAINS W,SANDERS,5-PLAINS W,Libertarian,KAISER LEIB,34
2024-gen,statewide,governor,SANDERS-6-PLAINS S,SANDERS,6-PLAINS S,Libertarian,KAISER LEIB,17
2024-gen,statewide,governor,SANDERS-7-PLAINS E,SANDERS,7-PLAINS E,Libertarian,KAISER LEIB,28
2024-gen,statewide,governor,SANDERS-8-HOT SPRINGS,SANDERS,8-HOT SPRINGS,Libertarian,KAISER LEIB,26
2024-gen,statewide,governor,SANDERS-9-DIXON,SANDERS,9-DIXON,Libertarian,KAISER LEIB,13
2024-gen,legislative,HD 14,SANDERS-1-NOXON,SANDERS,1-NOXON,Republican,PAUL C FIELDER,771
2024-gen,legislative,HD 14,SANDERS-2-TROUT CREEK,SANDERS,2-TROUT CREEK,Republican,PAUL C FIELDER,937
2024-gen,legislative,HD 14,SANDERS-3-T FALLS W,SANDERS,3-T FALLS W,Republican,PAUL C FIELDER,830
2024-gen,legislative,HD 14,SANDERS-4-T FALLS E,SANDERS,4-T FALLS E,Republican,PAUL C FIELDER,752
2024-gen,legislative,HD 14,SANDERS-5-PLAINS W,SANDERS,5-PLAINS W,Republican,PAUL C FIELDER,851
2024-gen,legislative,HD 14,SANDERS-7-PLAINS E,SANDERS,7-PLAINS E,Republican,PAUL C FIELDER,564
2024-gen,legislative,HD 14,SANDERS-8-HOT SPRINGS,SANDERS,8-HOT SPRINGS,Republican,PAUL C FIELDER,428
2024-gen,legislative,HD 14,SANDERS-1-NOXON,SANDERS,1-NOXON,Democrat,COLLEEN HINDS,217
2024-gen,legislative,HD 14,SANDERS-2-TROUT CREEK,SANDERS,2-TROUT CREEK,Democrat,COLLEEN HINDS,258
2024-gen,legislative,HD 14,SANDERS-3-T FALLS W,SANDERS,3-T FALLS W,Democrat,COLLEEN HINDS,308
2024-gen,legislative,HD 14,SANDERS-4-T FALLS E,SANDERS,4-T FALLS E,Democrat,COLLEEN HINDS,292
2024-gen,legislative,HD 14,SANDERS-5-PLAINS W,SANDERS,5-PLAINS W,Democrat,COLLEEN HINDS,227
2024-gen,legislative,HD 14,SANDERS-7-PLAINS E,SANDERS,7-PLAINS E,Democrat,COLLEEN HINDS,163
2024-gen,legislative,HD 14,SANDERS-8-HOT SPRINGS,SANDERS,8-HOT SPRINGS,Democrat,COLLEEN HINDS,245
2024-gen,legislative,HD 90,SANDERS-6-PLAINS S,SANDERS,6-PLAINS S,Republican,CURTIS J COCHRAN,482
2024-gen,legislative,HD 91,SANDERS-9-DIXON,SANDERS,9-DIXON,Democrat,SHELLY R FYANT,149
2024-gen,legislative,HD 91,SANDERS-9-DIXON,SANDERS,9-DIXON,Republican,DAVID PASSIERI,207
2024-gen,legislative,SD 7,SANDERS-1-NOXON,SANDERS,1-NOXON,Republican,GREG HERTZ,806
2024-gen,legislative,SD 7,SANDERS-2-TROUT CREEK,SANDERS,2-TROUT CREEK,Republican,GREG HERTZ,968
2024-gen,legislative,SD 7,SANDERS-3-T FALLS W,SANDERS,3-T FALLS W,Republican,GREG HERTZ,903
2024-gen,legislative,SD 7,SANDERS-4-T FALLS E,SANDERS,4-T FALLS E,Republican,GREG HERTZ,826
2024-gen,legislative,SD 7,SANDERS-5-PLAINS W,SANDERS,5-PLAINS W,Republican,GREG HERTZ,883
2024-gen,legislative,SD 7,SANDERS-7-PLAINS E,SANDERS,7-PLAINS E,Republican,GREG HERTZ,592
2024-gen,legislative,SD 7,SANDERS-8-HOT SPRINGS,SANDERS,8-HOT SPRINGS,Republican,GREG HERTZ,439
2024-gen,legislative,SD 7,SANDERS-1-NOXON,SANDERS,1-NOXON,Democrat,CRAIG PABLO,180
2024-gen,legislative,SD 7,SANDERS-2-TROUT CREEK,SANDERS,2-TROUT CREEK,Democrat,CRAIG PABLO,213
2024-gen,legislative,SD 7,SANDERS-3-T FALLS W,SANDERS,3-T FALLS W,Democrat,CRAIG PABLO,225
2024-gen,legislative,SD 7,SANDERS-4-T FALLS E,SANDERS,4-T FALLS E,Democrat,CRAIG PABLO,213
2024-gen,legislative,SD 7,SANDERS-5-PLAINS W,SANDERS,5-PLAINS W,Democrat,CRAIG PABLO,187
2024-gen,legislative,SD 7,SANDERS-7-PLAINS E,SANDERS,7-PLAINS E,Democrat,CRAIG PABLO,144
2024-gen,legislative,SD 7,SANDERS-8-HOT SPRINGS,SANDERS,8-HOT SPRINGS,Democrat,CRAIG PABLO,229
2024-gen,legislative,SD 45,SANDERS-6-PLAINS S,SANDERS,6-PLAINS S,Independent,KELLEY DURBIN-WILLIAMS,55
2024-gen,legislative,SD 45,SANDERS-6-PLAINS S,SANDERS,6-PLAINS S,Democrat,DEVIN JACKSON,74
2024-gen,legislative,SD 45,SANDERS-6-PLAINS S,SANDERS,6-PLAINS S,Republican,DENLEY M LOGE,436
2024-gen,legislative,SD 46,SANDERS-9-DIXON,SANDERS,9-DIXON,Republican,CHARLES HEADLEY,210
2024-gen,legislative,SD 46,SANDERS-9-DIXON,SANDERS,9-DIXON,Democrat,JACINDA MORIGEAU,148
2024-gen,statewide,president,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Republican,DONALD J. TRUMP,127
2024-gen,statewide,president,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Republican,DONALD J. TRUMP,274
2024-gen,statewide,president,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Republican,DONALD J. TRUMP,272
2024-gen,statewide,president,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Republican,DONALD J. TRUMP,348
2024-gen,statewide,president,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Republican,DONALD J. TRUMP,155
2024-gen,statewide,president,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Republican,DONALD J. TRUMP,145
2024-gen,statewide,president,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,We The People,ROBERT F. KENNEDY JR.,9
2024-gen,statewide,president,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,We The People,ROBERT F. KENNEDY JR.,26
2024-gen,statewide,president,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,We The People,ROBERT F. KENNEDY JR.,14
2024-gen,statewide,president,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Democrat,KAMALA D. HARRIS,33
2024-gen,statewide,president,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Democrat,KAMALA D. HARRIS,113
2024-gen,statewide,president,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Democrat,KAMALA D. HARRIS,115
2024-gen,statewide,president,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Democrat,KAMALA D. HARRIS,128
2024-gen,statewide,president,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Democrat,KAMALA D. HARRIS,42
2024-gen,statewide,president,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Democrat,KAMALA D. HARRIS,78
2024-gen,statewide,president,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Libertarian,CHASE OLIVER,2
2024-gen,statewide,president,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Libertarian,CHASE OLIVER,3
2024-gen,statewide,president,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Green,JILL STEIN,0
2024-gen,statewide,president,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Green,JILL STEIN,1
2024-gen,statewide,president,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Green,JILL STEIN,1
2024-gen,statewide,president,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Green,JILL STEIN,2
2024-gen,statewide,president,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Green,JILL STEIN,0
2024-gen,statewide,president,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Green,JILL STEIN,0
2024-gen,statewide,us-senate,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Democrat,JON TESTER,46
2024-gen,statewide,us-senate,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Democrat,JON TESTER,154
2024-gen,statewide,us-senate,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Democrat,JON TESTER,145
2024-gen,statewide,us-senate,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Democrat,JON TESTER,182
2024-gen,statewide,us-senate,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Democrat,JON TESTER,61
2024-gen,statewide,us-senate,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Democrat,JON TESTER,97
2024-gen,statewide,us-senate,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Republican,TIM SHEEHY,105
2024-gen,statewide,us-senate,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Republican,TIM SHEEHY,237
2024-gen,statewide,us-senate,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Republican,TIM SHEEHY,230
2024-gen,statewide,us-senate,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Republican,TIM SHEEHY,309
2024-gen,statewide,us-senate,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Republican,TIM SHEEHY,138
2024-gen,statewide,us-senate,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Republican,TIM SHEEHY,140
2024-gen,statewide,us-senate,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Libertarian,SID DAOUD,6
2024-gen,statewide,us-senate,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Libertarian,SID DAOUD,3
2024-gen,statewide,us-senate,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Libertarian,SID DAOUD,5
2024-gen,statewide,us-senate,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Libertarian,SID DAOUD,12
2024-gen,statewide,us-senate,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Libertarian,SID DAOUD,2
2024-gen,statewide,us-senate,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Libertarian,SID DAOUD,0
2024-gen,statewide,us-senate,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Green,ROBERT BARB,4
2024-gen,statewide,us-senate,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Green,ROBERT BARB,2
2024-gen,statewide,us-senate,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Green,ROBERT BARB,7
2024-gen,statewide,us-senate,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Green,ROBERT BARB,7
2024-gen,statewide,us-senate,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Green,ROBERT BARB,1
2024-gen,statewide,us-senate,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Green,ROBERT BARB,4
2024-gen,statewide,us-house-east,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Democrat,JOHN B DRISCOLL,29
2024-gen,statewide,us-house-east,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Democrat,JOHN B DRISCOLL,108
2024-gen,statewide,us-house-east,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Democrat,JOHN B DRISCOLL,100
2024-gen,statewide,us-house-east,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Democrat,JOHN B DRISCOLL,127
2024-gen,statewide,us-house-east,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Democrat,JOHN B DRISCOLL,41
2024-gen,statewide,us-house-east,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Democrat,JOHN B DRISCOLL,76
2024-gen,statewide,us-house-east,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Republican,TROY DOWNING,127
2024-gen,statewide,us-house-east,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Republican,TROY DOWNING,276
2024-gen,statewide,us-house-east,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Republican,TROY DOWNING,272
2024-gen,statewide,us-house-east,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Republican,TROY DOWNING,356
2024-gen,statewide,us-house-east,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Republican,TROY DOWNING,154
2024-gen,statewide,us-house-east,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Republican,TROY DOWNING,155
2024-gen,statewide,governor,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Democrat,RYAN BUSSE,33
2024-gen,statewide,governor,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Democrat,RYAN BUSSE,108
2024-gen,statewide,governor,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Democrat,RYAN BUSSE,95
2024-gen,statewide,governor,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Democrat,RYAN BUSSE,117
2024-gen,statewide,governor,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Democrat,RYAN BUSSE,42
2024-gen,statewide,governor,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Democrat,RYAN BUSSE,71
2024-gen,statewide,governor,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Republican,GREG GIANFORTE,127
2024-gen,statewide,governor,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Republican,GREG GIANFORTE,279
2024-gen,statewide,governor,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Republican,GREG GIANFORTE,273
2024-gen,statewide,governor,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Republican,GREG GIANFORTE,375
2024-gen,statewide,governor,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Republican,GREG GIANFORTE,151
2024-gen,statewide,governor,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Republican,GREG GIANFORTE,160
2024-gen,statewide,governor,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Libertarian,KAISER LEIB,4
2024-gen,statewide,governor,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Libertarian,KAISER LEIB,8
2024-gen,statewide,governor,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Libertarian,KAISER LEIB,17
2024-gen,statewide,governor,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Libertarian,KAISER LEIB,10
2024-gen,statewide,governor,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Libertarian,KAISER LEIB,9
2024-gen,statewide,governor,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Libertarian,KAISER LEIB,9
2024-gen,legislative,HD 29,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Republican,VALERIE MOORE,147
2024-gen,legislative,HD 29,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Republican,VALERIE MOORE,365
2024-gen,legislative,HD 29,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Republican,VALERIE MOORE,337
2024-gen,legislative,HD 29,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Republican,VALERIE MOORE,448
2024-gen,legislative,HD 29,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Republican,VALERIE MOORE,182
2024-gen,legislative,HD 29,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Republican,VALERIE MOORE,207
2024-gen,legislative,SD 15,SHERIDAN-1 WESTBY,SHERIDAN,1 WESTBY,Republican,GREGG HUNTER,142
2024-gen,legislative,SD 15,SHERIDAN-2 MEDICINE LAKE,SHERIDAN,2 MEDICINE LAKE,Republican,GREGG HUNTER,337
2024-gen,legislative,SD 15,SHERIDAN-3 PLENTYWOOD WEST,SHERIDAN,3 PLENTYWOOD WEST,Republican,GREGG HUNTER,301
2024-gen,legislative,SD 15,SHERIDAN-4 PLENTYWOOD EAST,SHERIDAN,4 PLENTYWOOD EAST,Republican,GREGG HUNTER,416
2024-gen,legislative,SD 15,SHERIDAN-5 PLENTYWOOD RURAL WEST,SHERIDAN,5 PLENTYWOOD RURAL WEST,Republican,GREGG HUNTER,175
2024-gen,legislative,SD 15,SHERIDAN-6 PLENTYWOOD RURAL EAST,SHERIDAN,6 PLENTYWOOD RURAL EAST,Republican,GREGG HUNTER,183
2024-gen,statewide,president,SILVER BOW-PREC_1.1,SILVER BOW,PREC_1.1,Republican,DONALD J. TRUMP,739
2024-gen,statewide,president,SILVER BOW-PREC_10.1,SILVER BOW,PREC_10.1,Republican,DONALD J. TRUMP,267
2024-gen,statewide,president,SILVER BOW-PREC_10.2,SILVER BOW,PREC_10.2,Republican,DONALD J. TRUMP,95
2024-gen,statewide,president,SILVER BOW-PREC_11.2,SILVER BOW,PREC_11.2,Republican,DONALD J. TRUMP,443
2024-gen,statewide,president,SILVER BOW-PREC_11.4,SILVER BOW,PREC_11.4,Republican,DONALD J. TRUMP,23
2024-gen,statewide,president,SILVER BOW-PREC_12.1,SILVER BOW,PREC_12.1,Republican,DONALD J. TRUMP,51
2024-gen,statewide,president,SILVER BOW-PREC_12.10N,SILVER BOW,PREC_12.10N,Republican,DONALD J. TRUMP,75
2024-gen,statewide,president,SILVER BOW-PREC_12.10S,SILVER BOW,PREC_12.10S,Republican,DONALD J. TRUMP,69
2024-gen,statewide,president,SILVER BOW-PREC_12.2,SILVER BOW,PREC_12.2,Republican,DONALD J. TRUMP,89
2024-gen,statewide,president,SILVER BOW-PREC_12.3,SILVER BOW,PREC_12.3,Republican,DONALD J. TRUMP,413
2024-gen,statewide,president,SILVER BOW-PREC_12.4,SILVER BOW,PREC_12.4,Republican,DONALD J. TRUMP,134
2024-gen,statewide,president,SILVER BOW-PREC_12.5,SILVER BOW,PREC_12.5,Republican,DONALD J. TRUMP,190
2024-gen,statewide,president,SILVER BOW-PREC_12.6,SILVER BOW,PREC_12.6,Republican,DONALD J. TRUMP,34
2024-gen,statewide,president,SILVER BOW-PREC_2.1,SILVER BOW,PREC_2.1,Republican,DONALD J. TRUMP,633
2024-gen,statewide,president,SILVER BOW-PREC_2.2,SILVER BOW,PREC_2.2,Republican,DONALD J. TRUMP,66
2024-gen,statewide,president,SILVER BOW-PREC_3.1,SILVER BOW,PREC_3.1,Republican,DONALD J. TRUMP,300
2024-gen,statewide,president,SILVER BOW-PREC_3.2,SILVER BOW,PREC_3.2,Republican,DONALD J. TRUMP,402
2024-gen,statewide,president,SILVER BOW-PREC_4.1,SILVER BOW,PREC_4.1,Republican,DONALD J. TRUMP,398
2024-gen,statewide,president,SILVER BOW-PREC_4.2,SILVER BOW,PREC_4.2,Republican,DONALD J. TRUMP,194
2024-gen,statewide,president,SILVER BOW-PREC_5.1,SILVER BOW,PREC_5.1,Republican,DONALD J. TRUMP,47
2024-gen,statewide,president,SILVER BOW-PREC_5.2,SILVER BOW,PREC_5.2,Republican,DONALD J. TRUMP,176
2024-gen,statewide,president,SILVER BOW-PREC_5.3,SILVER BOW,PREC_5.3,Republican,DONALD J. TRUMP,136
2024-gen,statewide,president,SILVER BOW-PREC_5.4,SILVER BOW,PREC_5.4,Republican,DONALD J. TRUMP,772
2024-gen,statewide,president,SILVER BOW-PREC_6.1,SILVER BOW,PREC_6.1,Republican,DONALD J. TRUMP,648
2024-gen,statewide,president,SILVER BOW-PREC_6.2,SILVER BOW,PREC_6.2,Republican,DONALD J. TRUMP,31
2024-gen,statewide,president,SILVER BOW-PREC_7.1,SILVER BOW,PREC_7.1,Republican,DONALD J. TRUMP,656
2024-gen,statewide,president,SILVER BOW-PREC_8.1,SILVER BOW,PREC_8.1,Republican,DONALD J. TRUMP,466
2024-gen,statewide,president,SILVER BOW-PREC_8.2,SILVER BOW,PREC_8.2,Republican,DONALD J. TRUMP,14
2024-gen,statewide,president,SILVER BOW-PREC_9.1,SILVER BOW,PREC_9.1,Republican,DONALD J. TRUMP,448
2024-gen,statewide,president,SILVER BOW-PREC_9.2,SILVER BOW,PREC_9.2,Republican,DONALD J. TRUMP,67
2024-gen,statewide,president,SILVER BOW-PREC_9.3,SILVER BOW,PREC_9.3,Republican,DONALD J. TRUMP,34
2024-gen,statewide,president,SILVER BOW-PREC_1.1,SILVER BOW,PREC_1.1,We The People,ROBERT F. KENNEDY JR.,47
2024-gen,statewide,president,SILVER BOW-PREC_10.1,SILVER BOW,PREC_10.1,We The People,ROBERT F. KENNEDY JR.,17
2024-gen,statewide,president,SILVER BOW-PREC_10.2,SILVER BOW,PREC_10.2,We The People,ROBERT F. KENNEDY JR.,12
2024-gen,statewide,president,SILVER BOW-PREC_11.2,SILVER BOW,PREC_11.2,We The People,ROBERT F. KENNEDY JR.,34
2024-gen,statewide,president,SILVER BOW-PREC_11.4,SILVER BOW,PREC_11.4,We The People,ROBERT F. KENNEDY JR.,1
2024-gen,statewide,president,SILVER BOW-PREC_12.1,SILVER BOW,PREC_12.1,We The People,ROBERT F. KENNEDY JR.,0
2024-gen,statewide,president,SILVER BOW-PREC_12.10N,SILVER BOW,PREC_12.10N,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,SILVER BOW-PREC_12.10S,SILVER BOW,PREC_12.10S,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,SILVER BOW-PREC_12.2,SILVER BOW,PREC_12.2,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,SILVER BOW-PREC_12.3,SILVER BOW,PREC_12.3,We The People,ROBERT F. KENNEDY JR.,13
2024-gen,statewide,president,SILVER BOW-PREC_12.4,SILVER BOW,PREC_12.4,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,SILVER BOW-PREC_12.5,SILVER BOW,PREC_12.5,We The People,ROBERT F. KENNEDY JR.,13
2024-gen,statewide,president,SILVER BOW-PREC_12.6,SILVER BOW,PREC_12.6,We The People,ROBERT F. KENNEDY JR.,0
2024-gen,statewide,president,SILVER BOW-PREC_2.1,SILVER BOW,PREC_2.1,We The People,ROBERT F. KENNEDY JR.,51
2024-gen,statewide,president,SILVER BOW-PREC_2.2,SILVER BOW,PREC_2.2,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,SILVER BOW-PREC_3.1,SILVER BOW,PREC_3.1,We The People,ROBERT F. KENNEDY JR.,16
2024-gen,statewide,president,SILVER BOW-PREC_3.2,SILVER BOW,PREC_3.2,We The People,ROBERT F. KENNEDY JR.,20
2024-gen,statewide,president,SILVER BOW-PREC_4.1,SILVER BOW,PREC_4.1,We The People,ROBERT F. KENNEDY JR.,33
2024-gen,statewide,president,SILVER BOW-PREC_4.2,SILVER BOW,PREC_4.2,We The People,ROBERT F. KENNEDY JR.,14
2024-gen,statewide,president,SILVER BOW-PREC_5.1,SILVER BOW,PREC_5.1,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,SILVER BOW-PREC_5.2,SILVER BOW,PREC_5.2,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,SILVER BOW-PREC_5.3,SILVER BOW,PREC_5.3,We The People,ROBERT F. KENNEDY JR.,13
